id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
301,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
302,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
303,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
304,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
305,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
306,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
307,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
308,mafutseni_2_13_2018,mafutseni,2,13,31.5191,-26.4451,20.83069917,46.86907314,22.14903726,4.08166785,43,19,50,70.09999847,eSwatini,Low,Q2,grassland,Cultivated
309,mafutseni_2_8_2018,mafutseni,2,8,31.5186,-26.4479,16.63168557,37.42129253,24.94822721,4.60102451,46,16,40,68,eSwatini,Low,Q1,grassland,Other
310,mafutseni_2_9_2018,mafutseni,2,9,31.5216,-26.4446,22.41641363,50.43693066,22.63053807,4.16700485,44,18,40,67.30000305,eSwatini,Low,Q2,grassland,Cultivated
311,mafutseni_2_9_2018,mafutseni,2,9,31.5216,-26.4446,22.41641363,50.43693066,22.63053807,4.16700485,44,18,40,67.30000305,eSwatini,Low,Q2,grassland,Cultivated
312,mafutseni_2_9_2018,mafutseni,2,9,31.5216,-26.4446,22.41641363,50.43693066,22.63053807,4.16700485,44,18,40,67.30000305,eSwatini,Low,Q2,grassland,Cultivated
313,mafutseni_2_9_2018,mafutseni,2,9,31.5216,-26.4446,22.41641363,50.43693066,22.63053807,4.16700485,44,18,40,67.30000305,eSwatini,Low,Q2,grassland,Cultivated
314,mafutseni_5_1_2018,mafutseni,5,1,31.5392,-26.4669,13.49090163,30.35452868,19.63530555,3.83264129,41,18,40,56.40000153,eSwatini,Low,Q1,grassland,Other
315,mafutseni_5_1_2018,mafutseni,5,1,31.5392,-26.4669,13.49090163,30.35452868,19.63530555,3.83264129,41,18,40,56.40000153,eSwatini,Low,Q1,grassland,Other
316,mafutseni_5_1_2018,mafutseni,5,1,31.5392,-26.4669,13.49090163,30.35452868,19.63530555,3.83264129,41,18,40,56.40000153,eSwatini,Low,Q1,grassland,Other
317,mafutseni_5_1_2018,mafutseni,5,1,31.5392,-26.4669,13.49090163,30.35452868,19.63530555,3.83264129,41,18,40,56.40000153,eSwatini,Low,Q1,grassland,Other
318,mafutseni_5_4_2018,mafutseni,5,4,31.5404,-26.466,23.64025657,53.19057727,24.40977626,4.57684427,41,18,40,62.20000076,eSwatini,Low,Q2,wooded_grassland,Other
319,mafutseni_5_4_2018,mafutseni,5,4,31.5404,-26.466,23.64025657,53.19057727,24.40977626,4.57684427,41,18,40,62.20000076,eSwatini,Low,Q2,wooded_grassland,Other
320,mafutseni_5_4_2018,mafutseni,5,4,31.5404,-26.466,23.64025657,53.19057727,24.40977626,4.57684427,41,18,40,62.20000076,eSwatini,Low,Q2,wooded_grassland,Other
321,mafutseni_5_4_2018,mafutseni,5,4,31.5404,-26.466,23.64025657,53.19057727,24.40977626,4.57684427,41,18,40,62.20000076,eSwatini,Low,Q2,wooded_grassland,Other
322,mafutseni_5_7_2018,mafutseni,5,7,31.5366,-26.4648,12.53960337,28.21410757,24.40977626,4.52018511,43,17,30,64.80000305,eSwatini,Low,Q1,wooded_grassland,Cultivated
323,mafutseni_6_11_2018,mafutseni,6,11,31.5387,-26.452,15.56563165,35.02267121,27.46350328,10.15582171,45,16,40,70.40000153,eSwatini,Low,Q1,wooded_grassland,Cultivated
324,mafutseni_6_11_2018,mafutseni,6,11,31.5387,-26.452,15.56563165,35.02267121,27.46350328,10.15582171,45,16,40,70.40000153,eSwatini,Low,Q1,wooded_grassland,Cultivated
325,mafutseni_6_11_2018,mafutseni,6,11,31.5387,-26.452,15.56563165,35.02267121,27.46350328,10.15582171,45,16,40,70.40000153,eSwatini,Low,Q1,wooded_grassland,Cultivated
326,mafutseni_6_11_2018,mafutseni,6,11,31.5387,-26.452,15.56563165,35.02267121,27.46350328,10.15582171,45,16,40,70.40000153,eSwatini,Low,Q1,wooded_grassland,Cultivated
327,mafutseni_6_14_2018,mafutseni,6,14,31.5395,-26.4528,17.15004206,38.58759464,27.86443034,5.25470228,45,16,40,74.19999695,eSwatini,Low,Q1,wooded_grassland,Cultivated
328,mafutseni_6_14_2018,mafutseni,6,14,31.5395,-26.4528,17.15004206,38.58759464,27.86443034,5.25470228,45,16,40,74.19999695,eSwatini,Low,Q1,wooded_grassland,Cultivated
329,mafutseni_6_14_2018,mafutseni,6,14,31.5395,-26.4528,17.15004206,38.58759464,27.86443034,5.25470228,45,16,40,74.19999695,eSwatini,Low,Q1,wooded_grassland,Cultivated
330,mafutseni_6_14_2018,mafutseni,6,14,31.5395,-26.4528,17.15004206,38.58759464,27.86443034,5.25470228,45,16,40,74.19999695,eSwatini,Low,Q1,wooded_grassland,Cultivated
331,mafutseni_6_1_2018,mafutseni,6,1,31.5398,-26.4497,18.83942781,42.38871258,27.26303975,4.93279704,46,14,40,79.90000153,eSwatini,Low,Q2,wooded_grassland,Cultivated
332,mafutseni_6_1_2018,mafutseni,6,1,31.5398,-26.4497,18.83942781,42.38871258,27.26303975,4.93279704,46,14,40,79.90000153,eSwatini,Low,Q2,wooded_grassland,Cultivated
333,mafutseni_6_1_2018,mafutseni,6,1,31.5398,-26.4497,18.83942781,42.38871258,27.26303975,4.93279704,46,14,40,79.90000153,eSwatini,Low,Q2,wooded_grassland,Cultivated
334,mafutseni_6_1_2018,mafutseni,6,1,31.5398,-26.4497,18.83942781,42.38871258,27.26303975,4.93279704,46,14,40,79.90000153,eSwatini,Low,Q2,wooded_grassland,Cultivated
335,mafutseni_6_4_2018,mafutseni,6,4,31.5392,-26.4486,21.79829796,49.04617041,27.66396681,10.22969279,46,13,40,81.90000153,eSwatini,Low,Q2,wooded_grassland,Other
336,mafutseni_6_4_2018,mafutseni,6,4,31.5392,-26.4486,21.79829796,49.04617041,27.66396681,10.22969279,46,13,40,81.90000153,eSwatini,Low,Q2,wooded_grassland,Other
337,mafutseni_6_4_2018,mafutseni,6,4,31.5392,-26.4486,21.79829796,49.04617041,27.66396681,10.22969279,46,13,40,81.90000153,eSwatini,Low,Q2,wooded_grassland,Other
338,mafutseni_6_4_2018,mafutseni,6,4,31.5392,-26.4486,21.79829796,49.04617041,27.66396681,10.22969279,46,13,40,81.90000153,eSwatini,Low,Q2,wooded_grassland,Other
339,mafutseni_6_7_2018,mafutseni,6,7,31.5405,-26.4465,28.55161532,64.24113448,27.66396681,5.00426764,45,14,40,74.90000153,eSwatini,Low,Q2,grassland,Other
340,mafutseni_6_7_2018,mafutseni,6,7,31.5405,-26.4465,28.55161532,64.24113448,27.66396681,5.00426764,45,14,40,74.90000153,eSwatini,Low,Q2,grassland,Other
341,mafutseni_6_7_2018,mafutseni,6,7,31.5405,-26.4465,28.55161532,64.24113448,27.66396681,5.00426764,45,14,40,74.90000153,eSwatini,Low,Q2,grassland,Other
342,mafutseni_6_7_2018,mafutseni,6,7,31.5405,-26.4465,28.55161532,64.24113448,27.66396681,5.00426764,45,14,40,74.90000153,eSwatini,Low,Q2,grassland,Other
343,mafutseni_7_13_2018,mafutseni,7,13,31.5428,-26.4301,28.00031929,63.00071841,27.26303975,10.08195252,48,14,40,67.09999847,eSwatini,Low,Q2,wooded_grassland,Cultivated
344,mafutseni_7_13_2018,mafutseni,7,13,31.5428,-26.4301,28.00031929,63.00071841,27.26303975,10.08195252,48,14,40,67.09999847,eSwatini,Low,Q2,wooded_grassland,Cultivated
345,mafutseni_7_13_2018,mafutseni,7,13,31.5428,-26.4301,28.00031929,63.00071841,27.26303975,10.08195252,48,14,40,67.09999847,eSwatini,Low,Q2,wooded_grassland,Cultivated
346,mafutseni_7_13_2018,mafutseni,7,13,31.5428,-26.4301,28.00031929,63.00071841,27.26303975,10.08195252,48,14,40,67.09999847,eSwatini,Low,Q2,wooded_grassland,Cultivated
347,mafutseni_7_3_2018,mafutseni,7,3,31.5409,-26.4348,17.64231772,39.69521488,24.94822721,4.61849526,45,20,30,69.59999847,eSwatini,Low,Q1,grassland,Other
348,mafutseni_7_3_2018,mafutseni,7,3,31.5409,-26.4348,17.64231772,39.69521488,24.94822721,4.61849526,45,20,30,69.59999847,eSwatini,Low,Q1,grassland,Other
349,mafutseni_7_3_2018,mafutseni,7,3,31.5409,-26.4348,17.64231772,39.69521488,24.94822721,4.61849526,45,20,30,69.59999847,eSwatini,Low,Q1,grassland,Other
350,mafutseni_7_3_2018,mafutseni,7,3,31.5409,-26.4348,17.64231772,39.69521488,24.94822721,4.61849526,45,20,30,69.59999847,eSwatini,Low,Q1,grassland,Other
351,mafutseni_7_6_2018,mafutseni,7,6,31.5477,-26.4355,10.28882775,23.14986244,24.94822721,9.32855286,48,14,40,63.79999924,eSwatini,Low,Q1,grassland,Cultivated
352,mafutseni_7_7_2018,mafutseni,7,7,31.5462,-26.4296,18.059611,40.63412475,27.66396681,10.26107132,47,14,40,61.70000076,eSwatini,Low,Q2,wooded_grassland,Cultivated
353,mafutseni_7_8_2018,mafutseni,7,8,31.5474,-26.4332,24.39986073,54.89968665,28.06489386,10.36775494,47,15,40,81.30000305,eSwatini,Low,Q2,grassland,Cultivated
354,mafutseni_7_9_2018,mafutseni,7,9,31.5426,-26.4289,30.19306506,67.93439639,26.46118564,9.89877286,48,14,50,73.59999847,eSwatini,Low,Q2,wooded_grassland,Other
355,mafutseni_7_9_2018,mafutseni,7,9,31.5426,-26.4289,30.19306506,67.93439639,26.46118564,9.89877286,48,14,50,73.59999847,eSwatini,Low,Q2,wooded_grassland,Other
356,mafutseni_7_9_2018,mafutseni,7,9,31.5426,-26.4289,30.19306506,67.93439639,26.46118564,9.89877286,48,14,50,73.59999847,eSwatini,Low,Q2,wooded_grassland,Other
357,mafutseni_7_9_2018,mafutseni,7,9,31.5426,-26.4289,30.19306506,67.93439639,26.46118564,9.89877286,48,14,50,73.59999847,eSwatini,Low,Q2,wooded_grassland,Other
358,matsooana_10_10_2018,matsooana,10,10,28.4591,-29.5193,53.48389813,120.3387708,60.24327731,32.83115993,74,24,110,112.8000031,Lesotho,High,Q4,wooded_grassland,Natural
359,matsooana_10_11_2018,matsooana,10,11,28.4572,-29.5221,52.22549809,117.5073707,55.11467333,20.01384201,77,23,80,109.4000015,Lesotho,High,Q4,wooded_grassland,Natural
360,matsooana_10_13_2018,matsooana,10,13,28.4566,-29.5227,50.682817,114.0363383,55.11467333,20.01384201,77,23,80,105.699997,Lesotho,High,Q4,wooded_grassland,Natural
361,matsooana_10_15_2018,matsooana,10,15,28.4549,-29.524,46.99629171,105.7416563,50.38581747,18.09518314,74,24,80,108.5999985,Lesotho,High,Q3,wooded_grassland,Natural
362,matsooana_10_1_2018,matsooana,10,1,28.4518,-29.5208,52.8670865,118.9509446,54.6907143,20.26124935,81,19,80,110,Lesotho,High,Q4,grassland,Natural
363,matsooana_10_2_2018,matsooana,10,2,28.4575,-29.5238,55.34108768,124.5174473,55.11467333,20.26374552,77,25,80,108.3000031,Lesotho,High,Q4,wooded_grassland,Natural
364,matsooana_10_4_2018,matsooana,10,4,28.4558,-29.5192,53.479986,120.3299685,53.84279625,19.84266611,76,23,80,105.5,Lesotho,High,Q4,wooded_grassland,Natural
365,matsooana_10_5_2018,matsooana,10,5,28.4552,-29.5251,51.95686554,116.9029475,54.6907143,20.12327624,74,24,80,106.699997,Lesotho,High,Q4,wooded_grassland,Natural
366,matsooana_10_6_2018,matsooana,10,6,28.452,-29.5193,48.86628721,109.9491462,53.84279625,20.28609826,81,19,60,108.8000031,Lesotho,High,Q3,wooded_grassland,Natural
367,matsooana_10_7_2018,matsooana,10,7,28.4587,-29.5191,53.94161669,121.3686376,60.24327731,21.86548857,80,24,110,111.4000015,Lesotho,High,Q4,wooded_grassland,Natural
368,matsooana_11_10_2018,matsooana,11,10,28.4654,-29.5037,60.95277715,137.1437486,54.26675528,19.98291566,72,22,90,105.4000015,Lesotho,High,Q4,wooded_grassland,Natural
369,matsooana_11_11_2018,matsooana,11,11,28.4648,-29.5006,50.76236353,114.215318,50.38581747,18.27146925,69,24,70,100.4000015,Lesotho,High,Q4,wooded_grassland,Natural
370,matsooana_11_12_2018,matsooana,11,12,28.462,-29.5049,47.97953899,107.9539627,53.84279625,19.98257685,74,22,80,107,Lesotho,High,Q3,wooded_grassland,Natural
371,matsooana_11_13_2018,matsooana,11,13,28.4579,-29.5068,67.26945273,151.3562687,50.76752821,18.71915807,79,20,80,101.3000031,Lesotho,High,Q4,wooded_grassland,Natural
372,matsooana_11_15_2018,matsooana,11,15,28.4613,-29.5062,49.96950631,112.4313892,54.26675528,20.12185124,74,22,80,108,Lesotho,High,Q4,wooded_grassland,Natural
373,matsooana_11_1_2018,matsooana,11,1,28.457,-29.5056,55.34476534,124.525722,55.11467333,30.40630463,78,20,80,108.9000015,Lesotho,High,Q4,wooded_grassland,Natural
374,matsooana_11_5_2018,matsooana,11,5,28.4642,-29.5027,52.32460524,117.7303618,48.85897452,18.08243067,72,22,70,104.0999985,Lesotho,High,Q4,wooded_grassland,Natural
375,matsooana_11_6_2018,matsooana,11,6,28.4645,-29.5059,51.91122409,116.8002542,49.24068525,17.88259043,73,23,70,105.0999985,Lesotho,High,Q4,wooded_grassland,Natural
376,matsooana_11_9_2018,matsooana,11,9,28.464,-29.5055,49.40485634,111.1609268,49.24068525,17.98414907,73,23,70,104,Lesotho,High,Q3,wooded_grassland,Natural
377,matsooana_12_10_2018,matsooana,12,10,28.4621,-29.4838,46.25690018,104.0780254,55.53863235,30.37225208,79,20,60,107.8000031,Lesotho,High,Q3,wooded_grassland,Natural
378,matsooana_12_11_2018,matsooana,12,11,28.4631,-29.4842,45.09058957,101.4538265,56.81050943,30.84475368,79,20,70,108.4000015,Lesotho,High,Q3,wooded_grassland,Natural
379,matsooana_12_12_2018,matsooana,12,12,28.4644,-29.4818,45.78147596,103.0083209,55.96259138,30.52297425,72,24,60,108.3000031,Lesotho,High,Q3,wooded_grassland,Natural
380,matsooana_12_13_2018,matsooana,12,13,28.4587,-29.485,54.45149692,122.5158681,54.6907143,20.12327624,77,19,70,107.699997,Lesotho,High,Q4,wooded_grassland,Natural
381,matsooana_12_15_2018,matsooana,12,15,28.4594,-29.4861,48.71893052,109.6175937,59.77262671,32.87800307,81,19,70,106.5,Lesotho,High,Q3,wooded_grassland,Natural
382,matsooana_12_3_2018,matsooana,12,3,28.4629,-29.4805,50.49078321,113.6042622,54.6907143,30.18409358,78,23,60,101.199997,Lesotho,High,Q4,wooded_grassland,Natural
383,matsooana_12_4_2018,matsooana,12,4,28.4614,-29.4805,46.1851779,103.9166503,55.11467333,30.60662946,78,23,60,106.9000015,Lesotho,High,Q3,wooded_grassland,Natural
384,matsooana_12_5_2018,matsooana,12,5,28.4635,-29.4826,50.05369182,112.6208066,56.81050943,42.28905179,72,24,80,103.4000015,Lesotho,High,Q4,wooded_grassland,Natural
385,matsooana_12_6_2018,matsooana,12,6,28.4578,-29.4834,52.36604627,117.8236041,56.3865504,20.33082873,74,21,80,100.699997,Lesotho,High,Q4,grassland,Natural
386,matsooana_12_8_2018,matsooana,12,8,28.4607,-29.4836,48.63286378,109.4239435,55.11467333,30.31454078,79,20,60,104.8000031,Lesotho,High,Q3,wooded_grassland,Natural
387,matsooana_13_10_2018,matsooana,13,10,28.4817,-29.5377,50.75975545,114.2094498,54.6907143,20.12327624,84,16,80,109.699997,Lesotho,High,Q4,wooded_grassland,Natural
388,matsooana_13_11_2018,matsooana,13,11,28.4815,-29.5386,53.0209634,119.2971677,53.41883723,20.1490464,82,16,80,111.4000015,Lesotho,High,Q4,wooded_grassland,Natural
389,matsooana_13_12_2018,matsooana,13,12,28.4811,-29.5427,52.80710059,118.8159763,53.84279625,20.62004166,75,22,80,111.9000015,Lesotho,High,Q4,wooded_grassland,Natural
390,matsooana_13_13_2018,matsooana,13,13,28.4868,-29.5388,54.18938458,121.9261153,54.6907143,20.12327624,82,17,70,108.3000031,Lesotho,High,Q4,wooded_grassland,Natural
391,matsooana_13_15_2018,matsooana,13,15,28.4848,-29.5372,50.83017369,114.3678908,60.71392792,33.26575209,83,18,100,110.199997,Lesotho,High,Q4,wooded_grassland,Natural
392,matsooana_13_2_2018,matsooana,13,2,28.4811,-29.5422,54.31978872,122.2195246,53.41883723,29.95320494,75,22,80,112.699997,Lesotho,High,Q4,wooded_grassland,Natural
393,matsooana_13_3_2018,matsooana,13,3,28.4807,-29.5433,54.42932821,122.4659885,53.84279625,30.29382494,76,19,80,108.9000015,Lesotho,High,Q4,wooded_grassland,Natural
394,matsooana_13_5_2018,matsooana,13,5,28.4855,-29.5372,51.47697827,115.8232011,67.37060841,36.70764683,84,18,100,110.4000015,Lesotho,High,Q4,wooded_grassland,Natural
395,matsooana_13_8_2018,matsooana,13,8,28.483,-29.541,52.3767669,117.8477255,54.26675528,20.12185124,75,18,80,110.5,Lesotho,High,Q4,wooded_grassland,Natural
396,matsooana_13_9_2018,matsooana,13,9,28.4818,-29.5433,53.13050288,119.5436315,50.76752821,18.40122085,76,22,80,109,Lesotho,High,Q4,wooded_grassland,Natural
397,matsooana_14_11_2018,matsooana,14,11,28.4823,-29.5232,65.52932939,147.4409911,50.00410673,18.58609444,84,18,80,104,Lesotho,High,Q4,wooded_grassland,Natural
398,matsooana_14_12_2018,matsooana,14,12,28.4802,-29.5293,54.69144055,123.0557412,54.6907143,20.26124935,76,19,100,108.199997,Lesotho,High,Q4,wooded_grassland,Natural
399,matsooana_14_13_2018,matsooana,14,13,28.4814,-29.5248,57.24214571,128.7948278,55.53863235,30.62860077,82,19,70,104,Lesotho,High,Q4,wooded_grassland,Natural
400,matsooana_14_14_2018,matsooana,14,14,28.4783,-29.5249,52.1094384,117.2462364,55.11467333,30.31454078,81,22,80,105.699997,Lesotho,High,Q4,grassland,Natural
401,matsooana_14_1_2018,matsooana,14,1,28.4785,-29.526,52.63366308,118.4257419,62.12587973,33.82202274,81,22,70,105.199997,Lesotho,High,Q4,wooded_grassland,Natural
402,matsooana_14_5_2018,matsooana,14,5,28.4821,-29.5221,52.93880878,119.1123198,55.53863235,30.53750492,84,17,80,107.699997,Lesotho,High,Q4,wooded_grassland,Natural
403,matsooana_15_10_2018,matsooana,15,10,28.4819,-29.4985,48.48941921,109.1011932,50.38581747,27.86942508,72,23,70,107.9000015,Lesotho,High,Q3,wooded_grassland,Natural
404,matsooana_15_11_2018,matsooana,15,11,28.487,-29.5015,53.56866083,120.5294869,48.85897452,18.4769831,72,20,80,114,Lesotho,High,Q4,wooded_grassland,Natural
405,matsooana_15_14_2018,matsooana,15,14,28.486,-29.4986,57.57206821,129.5371535,55.96259138,41.9994103,77,20,70,109.699997,Lesotho,High,Q4,wooded_grassland,Natural
406,matsooana_15_2_2018,matsooana,15,2,28.4878,-29.5017,50.12077512,112.771744,55.11467333,20.01384201,69,20,70,110.3000031,Lesotho,High,Q4,wooded_grassland,Natural
407,matsooana_15_6_2018,matsooana,15,6,28.4889,-29.5058,46.8137259,105.3308833,54.26675528,20.75503886,65,27,60,111.3000031,Lesotho,High,Q3,wooded_grassland,Natural
408,matsooana_15_8_2018,matsooana,15,8,28.4881,-29.5056,42.15047352,94.83856543,53.84279625,30.17194787,65,23,60,116.3000031,Lesotho,High,Q3,wooded_grassland,Natural
409,matsooana_15_9_2018,matsooana,15,9,28.4866,-29.5051,35.85847332,80.68156498,55.53863235,20.40432127,68,23,50,114.199997,Lesotho,High,Q3,wooded_grassland,Natural
410,matsooana_16_10_2018,matsooana,16,10,28.4772,-29.4877,54.95616097,123.6513622,56.3865504,30.82079246,78,16,70,103.5,Lesotho,High,Q4,wooded_grassland,Natural
411,matsooana_16_11_2018,matsooana,16,11,28.4758,-29.481,45.83830286,103.1361814,56.3865504,30.61893371,83,21,70,103.0999985,Lesotho,High,Q3,wooded_grassland,Natural
412,matsooana_16_12_2018,matsooana,16,12,28.4799,-29.4846,52.54890038,118.2350259,55.11467333,30.31454078,85,18,90,108.4000015,Lesotho,High,Q4,wooded_grassland,Natural
413,matsooana_16_15_2018,matsooana,16,15,28.4781,-29.4819,52.6062782,118.364126,61.65522912,45.80651237,83,22,70,102,Lesotho,High,Q4,grassland,Natural
414,matsooana_16_2_2018,matsooana,16,2,28.4771,-29.4831,55.39171083,124.6313494,54.6907143,29.92393718,79,23,70,97.40000153,Lesotho,High,Q4,wooded_grassland,Natural
415,matsooana_16_4_2018,matsooana,16,4,28.4776,-29.4834,49.72565055,111.8827137,62.12587973,46.04516929,79,23,70,104.3000031,Lesotho,High,Q3,grassland,Natural
416,matsooana_16_7_2018,matsooana,16,7,28.4788,-29.4825,48.46594647,109.0483796,61.65522912,45.80651237,85,17,70,103,Lesotho,High,Q3,wooded_grassland,Natural
417,matsooana_16_8_2018,matsooana,16,8,28.4784,-29.4839,51.49132273,115.8554761,55.53863235,30.29818748,85,23,70,101.4000015,Lesotho,High,Q4,wooded_grassland,Natural
418,matsooana_1_11_2018,matsooana,1,11,28.4121,-29.5498,55.15779129,124.1050304,41.5614318,23.74890593,64,26,70,109,Lesotho,High,Q4,wooded_grassland,Natural
419,matsooana_1_12_2018,matsooana,1,12,28.4109,-29.5496,50.19468904,112.9380503,43.27884633,23.98137923,64,26,70,112.9000015,Lesotho,High,Q4,wooded_grassland,Natural
420,matsooana_1_13_2018,matsooana,1,13,28.4111,-29.548,56.06198816,126.1394734,43.27884633,23.98137923,64,26,80,112.199997,Lesotho,High,Q4,grassland,Natural
421,matsooana_1_15_2018,matsooana,1,15,28.4107,-29.55,51.32266682,115.4760004,42.59188052,32.46221047,64,26,70,113.4000015,Lesotho,High,Q4,wooded_grassland,Natural
422,matsooana_1_1_2018,matsooana,1,1,28.4163,-29.5456,58.34432852,131.2747392,47.33213156,17.23579707,64,25,70,110.0999985,Lesotho,High,Q4,grassland,Natural
423,matsooana_1_2_2018,matsooana,1,2,28.4105,-29.5495,49.01031237,110.2732028,42.24839761,32.20995196,64,26,70,111.4000015,Lesotho,High,Q3,wooded_grassland,Natural
424,matsooana_1_3_2018,matsooana,1,3,28.4122,-29.5422,51.11575878,115.0104573,44.65277796,24.71669083,79,20,70,110.5,Lesotho,High,Q4,grassland,Natural
425,matsooana_1_4_2018,matsooana,1,4,28.4149,-29.5435,54.43870545,122.4870873,47.7138423,26.22377398,77,19,70,112.0999985,Lesotho,High,Q4,grassland,Natural
426,matsooana_1_5_2018,matsooana,1,5,28.412,-29.5487,51.36496599,115.5711735,46.95042082,35.60129807,64,26,80,108.8000031,Lesotho,High,Q4,wooded_grassland,Other
427,matsooana_1_6_2018,matsooana,1,6,28.4111,-29.5449,56.01243458,126.0279778,41.9049147,24.14312085,79,19,70,114.3000031,Lesotho,High,Q4,grassland,Natural
428,matsooana_2_10_2018,matsooana,2,10,28.4114,-29.5265,45.8660743,103.1986672,55.53863235,20.83580358,79,21,80,107.4000015,Lesotho,High,Q3,wooded_grassland,Natural
429,matsooana_2_11_2018,matsooana,2,11,28.4137,-29.5256,48.90410441,110.0342349,54.26675528,29.96196952,80,21,80,107.3000031,Lesotho,High,Q3,wooded_grassland,Natural
430,matsooana_2_12_2018,matsooana,2,12,28.4095,-29.5278,52.47884405,118.0773991,55.11467333,21.5699032,80,19,90,107.0999985,Lesotho,High,Q4,wooded_grassland,Natural
431,matsooana_2_13_2018,matsooana,2,13,28.4085,-29.5263,42.38259291,95.36083404,55.53863235,30.8274811,81,19,90,105.5,Lesotho,High,Q3,wooded_grassland,Natural
432,matsooana_2_15_2018,matsooana,2,15,28.4165,-29.5264,52.69886515,118.5724466,50.00410673,18.46418454,80,20,70,107.199997,Lesotho,High,Q4,grassland,Natural
433,matsooana_2_3_2018,matsooana,2,3,28.4151,-29.5264,46.07757013,103.6745328,54.6907143,30.09165211,80,21,70,109.8000031,Lesotho,High,Q3,wooded_grassland,Natural
434,matsooana_2_4_2018,matsooana,2,4,28.4166,-29.5259,44.78724542,100.7713022,55.11467333,20.01384201,75,20,70,109.8000031,Lesotho,High,Q3,grassland,Natural
435,matsooana_2_6_2018,matsooana,2,6,28.4146,-29.525,45.65573705,102.7254084,55.11467333,20.01384201,75,20,80,108.699997,Lesotho,High,Q3,wooded_grassland,Natural
436,matsooana_3_10_2018,matsooana,3,10,28.4106,-29.4959,49.94089404,112.3670116,54.26675528,41.07667667,68,24,100,109,Lesotho,High,Q4,wooded_grassland,Natural
437,matsooana_3_11_2018,matsooana,3,11,28.4147,-29.4996,49.99729293,112.4939091,51.14923895,27.86666691,61,25,90,108,Lesotho,High,Q4,grassland,Natural
438,matsooana_3_2_2018,matsooana,3,2,28.4091,-29.499,52.37024669,117.8330551,55.53863235,20.54040665,72,20,70,109.4000015,Lesotho,High,Q4,wooded_grassland,Natural
439,matsooana_3_6_2018,matsooana,3,6,28.4102,-29.4973,54.11441184,121.7574266,61.65522912,46.07652242,68,24,90,112.5,Lesotho,High,Q4,wooded_grassland,Natural
440,matsooana_3_7_2018,matsooana,3,7,28.409,-29.4974,51.99077062,116.9792339,53.84279625,40.85976967,73,20,90,107.3000031,Lesotho,High,Q4,wooded_grassland,Natural
441,matsooana_3_8_2018,matsooana,3,8,28.4166,-29.4973,46.09166985,103.7062572,55.96259138,30.76054288,63,27,90,107.4000015,Lesotho,High,Q3,grassland,Natural
442,matsooana_3_9_2018,matsooana,3,9,28.4159,-29.4976,46.57106041,104.7848859,45.68322668,16.74133415,61,27,90,104.5999985,Lesotho,High,Q3,grassland,Natural
443,matsooana_4_10_2018,matsooana,4,10,28.4136,-29.4869,47.52984153,106.9421434,50.38581747,27.64106883,62,27,80,112.9000015,Lesotho,High,Q3,wooded_grassland,Natural
444,matsooana_4_11_2018,matsooana,4,11,28.4116,-29.4878,51.15347016,115.0953079,50.00410673,18.14177942,64,25,80,111.199997,Lesotho,High,Q4,wooded_grassland,Natural
445,matsooana_4_13_2018,matsooana,4,13,28.415,-29.4873,28.96050727,65.16114136,49.24068525,18.20958513,62,24,80,113.3000031,Lesotho,Low,Q2,wooded_grassland,Natural
446,matsooana_4_15_2018,matsooana,4,15,28.415,-29.4893,26.78915004,60.27558759,50.00410673,18.14177942,69,24,80,106.3000031,Lesotho,Low,Q2,wooded_grassland,Natural
447,matsooana_4_6_2018,matsooana,4,6,28.4159,-29.4886,54.55150323,122.7408823,49.62239599,18.1129849,69,24,80,113.5,Lesotho,High,Q4,wooded_grassland,Natural
448,matsooana_5_1_2018,matsooana,5,1,28.4393,-29.5443,52.32851737,117.7391641,54.26675528,29.69986748,73,20,110,109.3000031,Lesotho,High,Q4,grassland,Natural
