id,plotid,site,cluster,plot,longitude,latitude,predsoc_stock_20cm,predsoc_stock_30cm,isda SOC stock 20cm,iSDA stock uncertainty,soilGrids SOC stock 30cm,soilGrids uncertainty,OLM 2017 SOC stock 30cm,SA SOC stock 30cm,ADMIN,LDSF_quantity_SOCstock,quartiles,Vegetation,GPW
1047,siphofaneni_4_3_2019,siphofaneni,4,3,31.6041,-26.6187,9.070853,20.40941925,20.06527575,3.80437569,42,20,30,68.09999847,eSwatini,Low,Q1,grassland,Other
1048,siphofaneni_4_3_2019,siphofaneni,4,3,31.6041,-26.6187,9.070853,20.40941925,20.06527575,3.80437569,42,20,30,68.09999847,eSwatini,Low,Q1,grassland,Other
1049,siphofaneni_4_3_2019,siphofaneni,4,3,31.6041,-26.6187,9.070853,20.40941925,20.06527575,3.80437569,42,20,30,68.09999847,eSwatini,Low,Q1,grassland,Other
1050,siphofaneni_4_5_2019,siphofaneni,4,5,31.6046,-26.6179,6.12306721,13.77690121,22.4700378,4.0884524,41,19,30,70.09999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
1051,siphofaneni_4_5_2019,siphofaneni,4,5,31.6046,-26.6179,6.12306721,13.77690121,22.4700378,4.0884524,41,19,30,70.09999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
1052,siphofaneni_4_5_2019,siphofaneni,4,5,31.6046,-26.6179,6.12306721,13.77690121,22.4700378,4.0884524,41,19,30,70.09999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
1053,siphofaneni_4_5_2019,siphofaneni,4,5,31.6046,-26.6179,6.12306721,13.77690121,22.4700378,4.0884524,41,19,30,70.09999847,eSwatini,Low,Q1,wooded_grassland,Cultivated
1054,siphofaneni_4_6_2019,siphofaneni,4,6,31.6075,-26.6181,6.62838328,14.91386239,20.06527575,3.80437569,40,19,30,73.40000153,eSwatini,Low,Q1,wooded_grassland,Other
1055,siphofaneni_4_6_2019,siphofaneni,4,6,31.6075,-26.6181,6.62838328,14.91386239,20.06527575,3.80437569,40,19,30,73.40000153,eSwatini,Low,Q1,wooded_grassland,Other
1056,siphofaneni_4_6_2019,siphofaneni,4,6,31.6075,-26.6181,6.62838328,14.91386239,20.06527575,3.80437569,40,19,30,73.40000153,eSwatini,Low,Q1,wooded_grassland,Other
1057,siphofaneni_4_6_2019,siphofaneni,4,6,31.6075,-26.6181,6.62838328,14.91386239,20.06527575,3.80437569,40,19,30,73.40000153,eSwatini,Low,Q1,wooded_grassland,Other
1058,siphofaneni_5_10_2019,siphofaneni,5,10,31.6365,-26.6752,13.26751636,29.85191181,24.58925991,9.29062761,42,24,50,55.79999924,eSwatini,Low,Q1,wooded_grassland,Other
1059,siphofaneni_5_10_2019,siphofaneni,5,10,31.6365,-26.6752,13.26751636,29.85191181,24.58925991,9.29062761,42,24,50,55.79999924,eSwatini,Low,Q1,wooded_grassland,Other
1060,siphofaneni_5_10_2019,siphofaneni,5,10,31.6365,-26.6752,13.26751636,29.85191181,24.58925991,9.29062761,42,24,50,55.79999924,eSwatini,Low,Q1,wooded_grassland,Other
1061,siphofaneni_5_10_2019,siphofaneni,5,10,31.6365,-26.6752,13.26751636,29.85191181,24.58925991,9.29062761,42,24,50,55.79999924,eSwatini,Low,Q1,wooded_grassland,Other
1062,siphofaneni_5_13_2019,siphofaneni,5,13,31.6364,-26.6739,6.90092796,15.5270879,26.66164917,9.86035672,42,24,50,56.90000153,eSwatini,Low,Q1,wooded_grassland,Other
1063,siphofaneni_6_15_2019,siphofaneni,6,15,31.6287,-26.66,11.52636313,25.93431704,26.66164917,9.89290678,42,23,50,60,eSwatini,Low,Q1,wooded_grassland,Other
1064,siphofaneni_8_14_2019,siphofaneni,8,14,31.6252,-26.6139,22.62973196,50.91689692,21.82803672,8.17419372,41,23,40,66.30000305,eSwatini,Low,Q2,grassland,Cultivated
1065,siphofaneni_8_14_2019,siphofaneni,8,14,31.6252,-26.6139,22.62973196,50.91689692,21.82803672,8.17419372,41,23,40,66.30000305,eSwatini,Low,Q2,grassland,Cultivated
1066,siphofaneni_8_14_2019,siphofaneni,8,14,31.6252,-26.6139,22.62973196,50.91689692,21.82803672,8.17419372,41,23,40,66.30000305,eSwatini,Low,Q2,grassland,Cultivated
1067,siphofaneni_8_14_2019,siphofaneni,8,14,31.6252,-26.6139,22.62973196,50.91689692,21.82803672,8.17419372,41,23,40,66.30000305,eSwatini,Low,Q2,grassland,Cultivated
1068,siphofaneni_8_15_2019,siphofaneni,8,15,31.6292,-26.6096,9.41251187,21.1781517,27.26303975,10.11378943,42,24,30,62.59999847,eSwatini,Low,Q1,wooded_grassland,Other
1069,siphofaneni_8_15_2019,siphofaneni,8,15,31.6292,-26.6096,9.41251187,21.1781517,27.26303975,10.11378943,42,24,30,62.59999847,eSwatini,Low,Q1,wooded_grassland,Other
1070,siphofaneni_8_15_2019,siphofaneni,8,15,31.6292,-26.6096,9.41251187,21.1781517,27.26303975,10.11378943,42,24,30,62.59999847,eSwatini,Low,Q1,wooded_grassland,Other
1071,siphofaneni_8_15_2019,siphofaneni,8,15,31.6292,-26.6096,9.41251187,21.1781517,27.26303975,10.11378943,42,24,30,62.59999847,eSwatini,Low,Q1,wooded_grassland,Other
1072,siphofaneni_8_2_2019,siphofaneni,8,2,31.6249,-26.6155,22.41823613,50.44103129,19.49198216,7.35657599,41,22,30,65.19999695,eSwatini,Low,Q2,wooded_grassland,Other
1073,siphofaneni_8_4_2019,siphofaneni,8,4,31.627,-26.6114,18.71880398,42.11730894,22.14903726,8.3187985,41,24,40,65,eSwatini,Low,Q2,grassland,Cultivated
1074,siphofaneni_8_4_2019,siphofaneni,8,4,31.627,-26.6114,18.71880398,42.11730894,22.14903726,8.3187985,41,24,40,65,eSwatini,Low,Q2,grassland,Cultivated
1075,siphofaneni_8_4_2019,siphofaneni,8,4,31.627,-26.6114,18.71880398,42.11730894,22.14903726,8.3187985,41,24,40,65,eSwatini,Low,Q2,grassland,Cultivated
1076,siphofaneni_8_4_2019,siphofaneni,8,4,31.627,-26.6114,18.71880398,42.11730894,22.14903726,8.3187985,41,24,40,65,eSwatini,Low,Q2,grassland,Cultivated
1077,siphofaneni_8_7_2019,siphofaneni,8,7,31.6253,-26.6177,21.1554055,47.59966238,21.98853699,8.2340903,42,23,30,67,eSwatini,Low,Q2,wooded_grassland,Other
1078,siphofaneni_8_8_2019,siphofaneni,8,8,31.633,-26.6175,6.04091259,13.59205333,22.30953753,8.3538879,41,20,30,70.09999847,eSwatini,Low,Q1,grassland,Other
1079,siphofaneni_8_8_2019,siphofaneni,8,8,31.633,-26.6175,6.04091259,13.59205333,22.30953753,8.3538879,41,20,30,70.09999847,eSwatini,Low,Q1,grassland,Other
1080,siphofaneni_8_8_2019,siphofaneni,8,8,31.633,-26.6175,6.04091259,13.59205333,22.30953753,8.3538879,41,20,30,70.09999847,eSwatini,Low,Q1,grassland,Other
1081,siphofaneni_8_8_2019,siphofaneni,8,8,31.633,-26.6175,6.04091259,13.59205333,22.30953753,8.3538879,41,20,30,70.09999847,eSwatini,Low,Q1,grassland,Other
1082,siphofaneni_9_14_2019,siphofaneni,9,14,31.6444,-26.6723,27.32493949,61.48111384,21.82803672,8.17419372,41,22,30,62.90000153,eSwatini,Low,Q2,wooded_grassland,Other
1083,sithobela_10_15_2019,sithobela,10,15,31.7371,-26.8618,6.30758908,14.19207542,21.66753645,4.07301872,37,17,40,70.5,eSwatini,Low,Q1,wooded_grassland,Other
1084,sithobela_10_8_2019,sithobela,10,8,31.7416,-26.8647,19.36626058,43.5740863,24.40977626,4.52018511,40,19,50,77.19999695,eSwatini,Low,Q2,wooded_grassland,Other
1085,sithobela_6_8_2019,sithobela,6,8,31.7201,-26.8636,20.26996133,45.60741299,23.87132532,4.47980809,36,21,30,81.30000305,eSwatini,Low,Q2,wooded_grassland,Other
1086,thange_11_7_2019,thange,11,7,38.0067,-2.50389,15.3002592,34.42558321,21.66753645,4.07301872,27,20,30,,Kenya,Low,Q1,grassland,Other
1087,thange_12_13_2019,thange,12,13,38.015,-2.48428,13.04817955,29.35840398,24.05080897,4.45466199,26,19,30,,Kenya,Low,Q1,grassland,Other
1088,thange_12_6_2019,thange,12,6,38.0136,-2.47788,12.52917103,28.19063483,24.58925991,4.7435389,28,21,30,,Kenya,Low,Q1,grassland,Other
1089,thange_14_5_2019,thange,14,5,38.0362,-2.52555,12.16534346,27.37202278,22.30953753,0.80250135,27,19,30,,Kenya,Low,Q1,wooded_grassland,Other
1090,thange_15_10_2019,thange,15,10,38.0268,-2.49751,20.79809813,46.7957208,24.94822721,1.25638554,24,20,30,,Kenya,Low,Q2,grassland,Other
1091,thange_16_10_2019,thange,16,10,38.0351,-2.48289,19.48549389,43.84236126,21.98853699,4.05323789,25,20,30,,Kenya,Low,Q2,grassland,Other
1092,thange_16_1_2019,thange,16,1,38.0326,-2.48425,9.90283147,22.28137081,25.30719451,5.12730726,26,21,30,,Kenya,Low,Q1,wooded_grassland,Other
1093,thange_16_9_2019,thange,16,9,38.0364,-2.48327,11.51462675,25.9079102,24.40977626,4.52018511,25,20,30,,Kenya,Low,Q1,grassland,Other
1094,thange_1_4_2019,thange,1,4,37.9661,-2.5497,51.55391672,115.9963126,27.26303975,4.99754506,38,26,50,,Kenya,High,Q4,grassland,Other
1095,thange_3_5_2019,thange,3,5,37.9688,-2.50363,19.63358908,44.17557543,27.06257623,5.25720102,28,17,40,,Kenya,Low,Q2,grassland,Other
1096,thange_5_7_2019,thange,5,7,37.9824,-2.55141,18.84594802,42.40338305,27.46350328,5.18618396,32,20,50,,Kenya,Low,Q2,grassland,Other
1097,thange_8_1_2019,thange,8,1,37.9847,-2.47658,16.68515127,37.54159035,27.06257623,5.11776123,28,22,30,,Kenya,Low,Q1,grassland,Other
1098,tsime_10_13_2018,tsime,10,13,28.4202,-28.7579,26.05596448,58.62592008,28.06489386,10.63561611,42,18,30,105.3000031,Lesotho,Low,Q2,grassland,Natural
1099,tsime_10_14_2018,tsime,10,14,28.4225,-28.7556,10.65917553,23.98314495,22.14903726,4.75506574,43,19,30,95,Lesotho,Low,Q1,wooded_grassland,Natural
1100,tsime_10_3_2018,tsime,10,3,28.4209,-28.7545,17.88226136,40.23508806,28.26535739,10.70771153,41,16,40,98.40000153,Lesotho,Low,Q2,grassland,Natural
1101,tsime_10_4_2018,tsime,10,4,28.4236,-28.7549,15.45804823,34.78060851,21.34653591,5.12218288,43,17,40,85.59999847,Lesotho,Low,Q1,wooded_grassland,Natural
1102,tsime_10_6_2018,tsime,10,6,28.4257,-28.7561,29.90518866,67.28667449,26.46118564,10.55879133,42,22,40,94.90000153,Lesotho,Low,Q2,wooded_grassland,Cultivated
1103,tsime_10_7_2018,tsime,10,7,28.4206,-28.7556,18.413915,41.43130874,22.30953753,4.53899305,41,20,40,90.30000305,Lesotho,Low,Q2,grassland,Natural
1104,tsime_10_8_2018,tsime,10,8,28.4274,-28.7552,21.00935286,47.27104393,26.46118564,10.41316315,43,22,30,92.40000153,Lesotho,Low,Q2,grassland,Natural
1105,tsime_10_9_2018,tsime,10,9,28.424,-28.76,16.91335853,38.05505669,23.87132532,6.27672754,41,16,30,98.5,Lesotho,Low,Q1,grassland,Natural
1106,tsime_11_10_2018,tsime,11,10,28.4263,-28.7472,24.17817368,54.40089078,29.74543393,11.28325593,43,19,40,90.59999847,Lesotho,Low,Q2,grassland,Cultivated
1107,tsime_11_13_2018,tsime,11,13,28.4225,-28.7456,25.66117225,57.73763757,26.26072212,10.34377971,42,21,50,86.19999695,Lesotho,Low,Q2,grassland,Natural
1108,tsime_11_4_2018,tsime,11,4,28.4195,-28.7423,20.61031616,46.37321136,23.69184167,9.41561444,39,18,40,69.5,Lesotho,Low,Q2,grassland,Cultivated
1109,tsime_12_10_2018,tsime,12,10,28.428,-28.7222,11.45985701,25.78467827,27.06257623,10.18914435,39,16,30,60.70000076,Lesotho,Low,Q1,grassland,Natural
1110,tsime_12_12_2018,tsime,12,12,28.4244,-28.7252,12.51221849,28.15249161,33.15354319,12.40089538,41,21,40,72,Lesotho,Low,Q1,grassland,Natural
1111,tsime_12_13_2018,tsime,12,13,28.421,-28.7185,27.53643532,61.95697947,30.19273369,11.25952928,40,18,30,75.09999847,Lesotho,Low,Q2,grassland,Natural
1112,tsime_12_15_2018,tsime,12,15,28.4262,-28.7245,27.91712782,62.8135376,29.52178405,11.08025814,41,21,30,71.09999847,Lesotho,Low,Q2,grassland,Cultivated
1113,tsime_12_1_2018,tsime,12,1,28.4215,-28.7198,20.61031616,46.37321136,29.96908381,11.18088059,40,16,50,63.29999924,Lesotho,Low,Q2,grassland,Natural
1114,tsime_12_2_2018,tsime,12,2,28.4272,-28.7234,16.43999147,36.9899808,29.74543393,11.1022657,41,16,30,64.90000153,Lesotho,Low,Q1,grassland,Natural
1115,tsime_12_6_2018,tsime,12,6,28.4284,-28.7218,14.94538331,33.62711246,27.06257623,10.11790394,39,16,30,61.40000153,Lesotho,Low,Q1,grassland,Natural
1116,tsime_12_7_2018,tsime,12,7,28.4226,-28.7196,21.31710665,47.96348996,26.26072212,10.14965033,40,16,50,64.40000153,Lesotho,Low,Q2,grassland,Natural
1117,tsime_12_8_2018,tsime,12,8,28.4218,-28.7198,25.85856837,58.18177883,29.96908381,11.18088059,40,16,50,64.90000153,Lesotho,Low,Q2,grassland,Natural
1118,tsime_13_11_2018,tsime,13,11,28.4441,-28.7765,22.01607289,49.536164,32.90426843,18.63197279,46,21,50,81,Lesotho,Low,Q2,grassland,Natural
1119,tsime_13_14_2018,tsime,13,14,28.4453,-28.783,14.9859852,33.71846671,32.4057189,12.14048212,46,24,30,97.30000305,Lesotho,Low,Q1,grassland,Natural
1120,tsime_13_15_2018,tsime,13,15,28.4446,-28.7779,22.38511663,50.36651242,36.64249174,20.62078179,46,22,50,83.90000153,Lesotho,Low,Q2,grassland,Natural
1121,tsime_13_3_2018,tsime,13,3,28.4463,-28.7833,22.50248036,50.63058082,35.25451857,13.64760217,46,24,30,98.5,Lesotho,Low,Q2,wooded_grassland,Other
1122,tsime_13_6_2018,tsime,13,6,28.4411,-28.7759,20.51381709,46.15608845,32.65499366,18.49510711,46,22,50,84.40000153,Lesotho,Low,Q2,wooded_grassland,Other
1123,tsime_13_7_2018,tsime,13,7,28.4422,-28.7765,20.70681523,46.59033427,32.4057189,12.28295685,46,22,40,93.30000305,Lesotho,Low,Q2,wooded_grassland,Other
1124,tsime_13_8_2018,tsime,13,8,28.4439,-28.7792,23.0945152,51.9626592,34.6993293,20.34520492,46,22,50,102.8000031,Lesotho,Low,Q2,wooded_grassland,Other
1125,tsime_14_10_2018,tsime,14,10,28.4515,-28.7622,19.39755757,43.64450454,27.46350328,5.12774021,47,20,40,68.59999847,Lesotho,Low,Q2,grassland,Cultivated
1126,tsime_14_11_2018,tsime,14,11,28.4529,-28.7629,18.43778303,41.48501183,29.74543393,11.1584401,0,,40,71.5,Lesotho,Low,Q2,wooded_grassland,Cultivated
1127,tsime_14_12_2018,tsime,14,12,28.4502,-28.7681,20.97153565,47.18595522,27.06257623,10.27554525,45,20,40,74.59999847,Lesotho,Low,Q2,grassland,Natural
1128,tsime_14_13_2018,tsime,14,13,28.4486,-28.7679,15.79057881,35.52880231,30.19273369,11.43803132,45,20,40,78,Lesotho,Low,Q1,grassland,Natural
1129,tsime_14_15_2018,tsime,14,15,28.4505,-28.7668,22.07866688,49.67700048,29.96908381,11.18088059,49,20,40,76.90000153,Lesotho,Low,Q2,grassland,Natural
1130,tsime_14_1_2018,tsime,14,1,28.4473,-28.7664,25.40737725,57.16659882,27.26303975,10.50361185,49,20,40,75.69999695,Lesotho,Low,Q2,grassland,Natural
1131,tsime_14_7_2018,tsime,14,7,28.4482,-28.7662,15.00424179,33.75954402,27.06257623,5.51461429,49,19,40,70.09999847,Lesotho,Low,Q1,grassland,Natural
1132,tsime_14_9_2018,tsime,14,9,28.452,-28.7637,21.76700096,48.97575217,27.86443034,10.38127601,46,20,40,68,Lesotho,Low,Q2,grassland,Natural
1133,tsime_15_1_2018,tsime,15,1,28.4437,-28.7472,18.32172334,41.22387752,23.87132532,9.67535336,45,22,40,81.5,Lesotho,Low,Q2,grassland,Natural
1134,tsime_15_9_2018,tsime,15,9,28.4505,-28.7451,19.00895321,42.77014472,27.26303975,5.45504777,40,21,40,73.69999695,Lesotho,Low,Q2,grassland,Natural
1135,tsime_16_12_2018,tsime,16,12,28.4458,-28.7256,19.93612671,44.85628509,37.19768101,13.87742534,43,24,40,82.30000305,Lesotho,Low,Q2,grassland,Natural
1136,tsime_16_13_2018,tsime,16,13,28.4431,-28.7225,25.26638003,56.84935507,32.15644414,12.27596856,46,22,50,85.80000305,Lesotho,Low,Q2,grassland,Natural
1137,tsime_16_15_2018,tsime,16,15,28.443,-28.7225,16.00286249,36.00644059,36.08730247,13.65057602,46,22,50,85.80000305,Lesotho,Low,Q1,grassland,Natural
1138,tsime_16_2_2018,tsime,16,2,28.4446,-28.7246,17.32823638,38.98853186,32.90426843,12.53162815,46,24,50,85.5,Lesotho,Low,Q1,grassland,Natural
1139,tsime_16_8_2018,tsime,16,8,28.4422,-28.7209,29.37869115,66.10205509,31.90716938,12.11162371,45,23,50,83.69999695,Lesotho,Low,Q2,grassland,Natural
1140,tsime_16_9_2018,tsime,16,9,28.4452,-28.7246,15.21327804,34.22987558,36.92008638,13.78089017,44,24,50,86.19999695,Lesotho,Low,Q1,grassland,Natural
1141,tsime_1_15_2018,tsime,1,15,28.3745,-28.7834,17.88747752,40.24682443,24.58925991,9.56568223,45,19,40,81.09999847,Lesotho,Low,Q2,wooded_grassland,Cultivated
1142,tsime_1_1_2018,tsime,1,1,28.3749,-28.7837,11.11037389,24.99834125,26.8621127,10.42183171,45,19,40,78.40000153,Lesotho,Low,Q1,grassland,Cultivated
1143,tsime_1_2_2018,tsime,1,2,28.3713,-28.7768,8.12411887,18.27926747,19.34865876,7.60039204,42,20,40,57.5,Lesotho,Low,Q1,wooded_grassland,Cultivated
1144,tsime_2_10_2018,tsime,2,10,28.3718,-28.7592,22.27557714,50.12004858,24.05080897,9.37297816,50,32,40,71.40000153,Lesotho,Low,Q2,grassland,Natural
1145,tsime_2_11_2018,tsime,2,11,28.3737,-28.7568,25.21227858,56.72762681,23.69184167,5.21743398,46,24,40,71.40000153,Lesotho,Low,Q2,grassland,Natural
1146,tsime_2_14_2018,tsime,2,14,28.3753,-28.7645,27.25444087,61.32249197,26.06025859,10.66782996,46,33,40,73.19999695,Lesotho,Low,Q2,grassland,Natural
1147,tsime_2_15_2018,tsime,2,15,28.3745,-28.7596,16.33045198,36.74351696,23.33287437,9.42071399,49,32,40,69.30000305,Lesotho,Low,Q1,grassland,Natural
1148,tsime_2_2_2018,tsime,2,2,28.377,-28.7593,12.44701642,28.00578695,24.58925991,9.35283267,45,19,40,68.09999847,Lesotho,Low,Q1,grassland,Natural
1149,tsime_2_3_2018,tsime,2,3,28.3754,-28.7597,12.73781767,28.66008976,26.26072212,10.21083524,45,32,40,70.30000305,Lesotho,Low,Q1,grassland,Natural
1150,tsime_2_4_2018,tsime,2,4,28.3778,-28.7573,15.45022398,34.76300395,26.06025859,10.27446071,47,19,40,69.59999847,Lesotho,Low,Q1,grassland,Natural
1151,tsime_2_7_2018,tsime,2,7,28.3758,-28.7653,18.3517163,41.29136166,29.96908381,17.35729527,46,33,40,76.90000153,Lesotho,Low,Q2,grassland,Natural
1152,tsime_2_8_2018,tsime,2,8,28.373,-28.7582,11.31902053,25.46779619,24.23029262,9.43717439,46,34,40,73.19999695,Lesotho,Low,Q1,grassland,Natural
1153,tsime_2_9_2018,tsime,2,9,28.3797,-28.757,14.79689919,33.29302317,24.23029262,9.34110568,47,20,50,62.90000153,Lesotho,Low,Q1,grassland,Natural
1154,tsime_3_11_2018,tsime,3,11,28.3775,-28.7409,19.70400732,44.33401648,22.14903726,4.1567127,45,20,40,57.29999924,Lesotho,Low,Q2,grassland,Natural
1155,tsime_3_14_2018,tsime,3,14,28.3774,-28.7438,14.47740902,32.5741703,21.34653591,8.3830213,47,21,30,57.29999924,Lesotho,Low,Q1,grassland,Natural
1156,tsime_3_2_2018,tsime,3,2,28.3786,-28.7427,18.89680564,42.51781269,21.50703618,4.41072476,47,21,30,62.59999847,Lesotho,Low,Q2,grassland,Natural
1157,tsime_3_6_2018,tsime,3,6,28.3765,-28.7471,39.08728006,87.94638013,19.92195235,4.01735842,48,20,40,61.70000076,Lesotho,High,Q3,grassland,Natural
1158,tsime_4_10_2018,tsime,4,10,28.3797,-28.7197,9.83110919,22.11999567,21.66753645,4.59600922,45,18,40,53.5,Lesotho,Low,Q1,grassland,Natural
1159,tsime_4_11_2018,tsime,4,11,28.3813,-28.7208,15.87012534,35.70778201,21.34653591,4.63369131,43,18,40,52.5,Lesotho,Low,Q1,grassland,Cultivated
1160,tsime_4_12_2018,tsime,4,12,28.375,-28.7221,8.18019266,18.40543348,19.49198216,4.05482107,44,18,30,52.79999924,Lesotho,Low,Q1,grassland,Natural
1161,tsime_4_13_2018,tsime,4,13,28.3792,-28.7226,9.16083186,20.61187169,26.8621127,10.25272777,45,18,40,56.90000153,Lesotho,Low,Q1,grassland,Natural
1162,tsime_4_14_2018,tsime,4,14,28.3813,-28.7216,20.92366557,47.07824752,26.8621127,10.25272777,43,19,40,66.5,Lesotho,Low,Q2,grassland,Other
1163,tsime_4_15_2018,tsime,4,15,28.3739,-28.7165,14.77618665,33.24641995,19.49198216,4.25504914,46,21,30,54,Lesotho,Low,Q1,grassland,Natural
1164,tsime_4_4_2018,tsime,4,4,28.3759,-28.7224,7.4082001,16.66845022,24.05080897,9.37297816,44,19,30,56.70000076,Lesotho,Low,Q1,grassland,Natural
1165,tsime_4_5_2018,tsime,4,5,28.3792,-28.7221,10.32534091,23.23201705,27.26303975,10.34750338,45,18,40,58.40000153,Lesotho,Low,Q1,grassland,Natural
1166,tsime_4_6_2018,tsime,4,6,28.3773,-28.7191,6.29976483,14.17447086,24.05080897,9.37297816,45,20,40,56.59999847,Lesotho,Low,Q1,grassland,Natural
1167,tsime_4_9_2018,tsime,4,9,28.374,-28.7166,21.30435807,47.93480565,19.63530555,4.14175456,46,21,30,51.5,Lesotho,Low,Q2,grassland,Natural
1168,tsime_5_10_2018,tsime,5,10,28.4054,-28.7799,20.76158497,46.71356619,29.74543393,6.07766268,43,20,40,86.09999847,Lesotho,Low,Q2,grassland,Natural
1169,tsime_5_15_2018,tsime,5,15,28.4059,-28.785,22.76720079,51.22620177,32.4057189,12.14048212,45,20,30,89.19999695,Lesotho,Low,Q2,grassland,Natural
1170,tsime_5_5_2018,tsime,5,5,28.4026,-28.7824,21.84915558,49.16060005,29.52178405,11.08025814,45,20,50,85.69999695,Lesotho,Low,Q2,wooded_grassland,Natural
1171,tsime_6_11_2018,tsime,6,11,28.4006,-28.764,22.56898648,50.78021958,24.05080897,4.64927998,43,23,40,91,Lesotho,Low,Q2,grassland,Natural
1172,tsime_6_14_2018,tsime,6,14,28.4026,-28.7612,30.21066962,67.97400665,21.98853699,4.05323789,41,21,40,89.5,Lesotho,Low,Q2,grassland,Natural
1173,tsime_6_15_2018,tsime,6,15,28.4005,-28.7631,23.23404764,52.27660719,23.69184167,4.85938337,41,23,40,91,Lesotho,Low,Q2,grassland,Natural
1174,tsime_6_3_2018,tsime,6,3,28.4019,-28.7617,21.04195389,47.34439626,24.76874356,4.58572191,41,21,40,92.5,Lesotho,Low,Q2,grassland,Natural
1175,tsime_6_6_2018,tsime,6,6,28.405,-28.767,28.27808013,63.6256803,27.26303975,5.09312396,42,19,40,84.80000305,Lesotho,Low,Q2,grassland,Natural
1176,tsime_6_7_2018,tsime,6,7,28.4027,-28.7613,29.77642381,66.99695356,24.58925991,4.60920823,41,21,40,93.09999847,Lesotho,Low,Q2,grassland,Natural
1177,tsime_7_1_2018,tsime,7,1,28.3937,-28.7427,24.34900312,54.78525701,25.30719451,9.55549734,41,18,40,70.09999847,Lesotho,Low,Q2,grassland,Natural
1178,tsime_7_5_2018,tsime,7,5,28.4002,-28.7466,18.35302034,41.29429576,26.46118564,10.22035175,41,19,40,83.19999695,Lesotho,Low,Q2,wooded_grassland,Cultivated
1179,tsime_8_11_2018,tsime,8,11,28.4031,-28.7228,15.43718356,34.73366301,24.58925991,9.47091713,39,18,40,64.09999847,Lesotho,Low,Q1,grassland,Cultivated
1180,tsime_8_12_2018,tsime,8,12,28.4044,-28.7227,6.9400492,15.6151107,26.8621127,10.42183171,40,15,40,57.79999924,Lesotho,Low,Q1,grassland,Natural
1181,tsime_8_13_2018,tsime,8,13,28.4053,-28.7264,17.86009265,40.18520847,26.26072212,10.21083524,42,17,40,71.90000153,Lesotho,Low,Q2,grassland,Natural
1182,tsime_8_1_2018,tsime,8,1,28.403,-28.7227,10.46356931,23.54303095,24.58925991,9.47091713,39,18,40,66.90000153,Lesotho,Low,Q1,grassland,Cultivated
1183,tsime_8_3_2018,tsime,8,3,28.4055,-28.7257,16.7078486,37.59265935,26.46118564,10.41316315,42,15,40,72.90000153,Lesotho,Low,Q1,grassland,Natural
1184,tsime_8_5_2018,tsime,8,5,28.4057,-28.7263,37.73053454,84.89370271,26.8621127,10.25272777,42,17,40,83.90000153,Lesotho,High,Q3,grassland,Natural
1185,tsime_8_6_2018,tsime,8,6,28.4019,-28.7229,15.89620617,35.76646387,24.40977626,9.40599672,39,18,40,60.09999847,Lesotho,Low,Q1,grassland,Natural
1186,tsime_8_8_2018,tsime,8,8,28.4026,-28.7221,14.24268155,32.0460335,24.23029262,9.43717439,39,18,40,58.40000153,Lesotho,Low,Q1,grassland,Natural
1187,tsime_8_9_2018,tsime,8,9,28.4024,-28.7245,15.49527248,34.86436309,27.46350328,10.57453592,42,19,40,61.40000153,Lesotho,Low,Q1,grassland,Natural
1188,tsime_9_10_2018,tsime,9,10,28.4222,-28.7859,16.44651168,37.00465127,23.87132532,5.14893742,47,19,40,110,Lesotho,Low,Q1,grassland,Natural
