,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
89,Grevillea robusta,Grevillia,Kenya,grevillia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grivellia,,J,grevillea robusta,0.029629629629629672,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
90,Persea americana,Ovacado,Kenya,ovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0.074074074,Accepted,scientific_name,avocado,Avokado,both,Persea americana
91,Ocotea usambarensis,Mkongo,Kenya,mkongo,local_name (replaced NA),Kenya,Ocotea usambarensis Engl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Laurales,Lauraceae,Kuloa,Kuloa usambarensis,100,Ocotea usambarensis,Mkongo,Kenya,R,ocotea usambarensis,0,Accepted,scientific_name,mkongo,Mkongo,both,Ocotea usambarensis
92,Parinari curatellifolia,Ongolua,Kenya,ongolua,local_name (replaced NA),Kenya,Parinari curatellifolia Planch. ex Benth.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Chrysobalanaceae,Parinari,Parinari curatellifolia,99,Parinari curatellifolia,Ongora,Kenya,R,parinari curatellifolia,0.09047619,Accepted,scientific_name,ongolua,Ongora,both,Parinari curatellifolia
93,,Msumbesu,Kenya,msumbesu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
94,,italian syprus,Kenya,italian syprus,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
95,Azadirachta indica,neem tree,Kenya,neem tree,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem tree,,J,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
96,Senna siamea,mjohoro,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
97,Grevillea robusta,grevillia,Kenya,grevillia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grivellia,,J,grevillea robusta,0.029629629629629672,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
98,,Alcaria,Kenya,alcaria,local_name (replaced NA),Kenya,,,,,,,,,,,,alcacia,,J,albizia,0.057142857,Accepted,scientific_name,,,both,
99,Ficus sycomorus,mkuyu,Kenya,mkuyu,local_name (replaced NA),Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,mkuyu,Kenya,V,ficus sycomorus,0,Accepted,scientific_name,mkuyu,mkuyu,both,Ficus sycomorus
100,,traveller,Kenya,traveller,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
101,Citrus,citrus,Kenya,citrus,local_name (replaced NA),Kenya,Citrus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,,96,Citrus,critus,,T,citrus spp,0.05,Accepted,scientific_name,citrus,critus,both,Citrus
102,Annona cherimola,mtomoko,Kenya,mtomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,Mtomoko,Kenya,R,annona cherimola,0,Accepted,scientific_name,mtomoko,Mtomoko,both,Annona cherimola
103,,bamba coffee,Kenya,bamba coffee,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
104,,cadlenut,Kenya,cadlenut,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
105,Grevillea robusta,grevilia,Kenya,grevilia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Grevila,Ethiopia,R,grevillea robusta,0.025000000000000022,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
106,,Wissle Tree,Kenya,wissle tree,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
107,Albizia versicolor,mughunga,Kenya,mughunga,local_name (replaced NA),Kenya,Albizia versicolor Welw. ex Oliv.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia versicolor,99,Albizia versicolor,mughanga,Tanzania,R,albizia versicolor,0.078571429,Accepted,scientific_name,mughunga,mughanga,both,Albizia versicolor
108,Croton megalocarpus,mkigara ,Kenya,mkigara,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Mkigara,Kenya,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
109,,msumbesu,Kenya,msumbesu,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
110,Vitex mombassae,mkuu,Kenya,mkuu,local_name (replaced NA),Kenya,Vitex mombassae Vatke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Lamiales,Lamiaceae,Vitex,Vitex mombassae,100,Vitex mombassae,Mkufu,Kenya,R,vitex mombassae,0.046666666666666745,Accepted,scientific_name,mkuu,Mkufu,both,Vitex mombassae
111,Terminalia catappa,mkungu ,Kenya,mkungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mkungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
112,,Amarula,Kenya,amarula,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
113,,mshagowe,Kenya,mshagowe,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
114,Tamarindus indica,mkwachu,Kenya,mkwachu,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,Mkwachu,Kenya,R,tamarindus indica,0,Accepted,scientific_name,mkwachu,Mkwachu,both,Tamarindus indica
115,Terminalia catappa,mkungu ,Kenya,mkungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mkungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
116,Acacia polyacantha,Museewa,Kenya,acacia polyacantha,scientific_name,Kenya,Acacia polyacantha Willd.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia polyacantha,100,Acacia polyacantha,,,,,,,,,,both,Acacia polyacantha
117,Olea africana,,Kenya,olea africana,scientific_name,Kenya,Olea africana Mill.,SPECIES,SYNONYM,Plantae,Tracheophyta,Lamiales,Oleaceae,Olea,Olea europaea,100,Olea africana,,,,,,,,,,both,Olea africana
118,Citrus aurantiifolia,"mutomo
mutimo",Kenya,citrus aurantifolia,scientific_name,Kenya,Citrus × aurantiifolia (Christm.) Swingle,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantiifolia,98,Citrus aurantiifolia,,,,,,,,,,both,Citrus aurantiifolia
119,Cordia africana,Muatine,Kenya,cordia africana,scientific_name,Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,,,,,,,,,,both,Cordia africana
120,Senna siamea,muchora,Kenya,senna seamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
121,Oxytenanthera abyssinica,bamboo,Kenya,bamboo,scientific_name,Kenya,Oxytenanthera abyssinica (A.Rich.) Munro,SPECIES,ACCEPTED,Plantae,Tracheophyta,Poales,Poaceae,Oxytenanthera,Oxytenanthera abyssinica,100,Oxytenanthera abyssinica,bamboo,Kenya,V,oxytenanthera abyssinica,0,Accepted,scientific_name,bamboo,bamboo,both,Oxytenanthera abyssinica
122,Acacia tortilis,Mwaa,Kenya,acacia tortillis,scientific_name,Kenya,Acacia tortilis (Forssk.) Hayne,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia tortilis,97,Acacia tortilis,,,,,,,,,,both,Acacia tortilis
123,Delonix regia,kilisimas tree,Kenya,delonix regea,scientific_name,Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,96,Delonix regia,,,,,,,,,,both,Delonix regia
124,Acacia elatior,mwinjwa,Kenya,acacia elatior,scientific_name,Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,,,,,,,,,,both,Acacia elatior
125,Acacia elatior,mwinjwa,Kenya,acacia elatior,scientific_name,Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,,,,,,,,,,both,Acacia elatior
126,Acacia elatior,mwinjwa,Kenya,acacia elatior,scientific_name,Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,,,,,,,,,,both,Acacia elatior
127,Croton megalocarpus,mkigara,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
128,Senna siamea,mlezeni,Kenya,senna siamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
129,Delonix regia,mkirismasi,Kenya,delonix regia,scientific_name,Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,,,,,,,,,,both,Delonix regia
130,Tamarindus indica,mkwachu,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
131,Moringa oleifera,mrongo,Kenya,moringa oleifera,scientific_name,Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,,,,,,,,,,both,Moringa oleifera
132,Azadirachta indica,mwarubaini,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
133,Acacia lahai,mzwaule,Kenya,acacia lahai,scientific_name,Kenya,Acacia lahai Steud. & Hochst. ex Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia lahai,99,Acacia lahai,,,,,,,,,,both,Acacia lahai
134,Senna siamea,mlezeni,Kenya,senna siamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
135,Delonix regia,mkirismasi,Kenya,delonix regia,scientific_name,Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,,,,,,,,,,both,Delonix regia
136,Tamarindus indica,mkwachu,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
137,Moringa oleifera,mrongo,Kenya,moringa oleifera,scientific_name,Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,,,,,,,,,,both,Moringa oleifera
138,Azadirachta indica,mwarubaini,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
139,Acacia lahai,mzwaule,Kenya,acacia lahai,scientific_name,Kenya,Acacia lahai Steud. & Hochst. ex Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia lahai,99,Acacia lahai,,,,,,,,,,both,Acacia lahai
140,Croton megalocarpus,mkigara,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
141,,Nyeki,Kenya,nyeki,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
142,Mangifera indica,mango,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
143,Mangifera indica,Maembe Grafted,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
144,Persea americana,Ivakato,Kenya,persea americana,scientific_name,Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,,,,,,,,,,both,Persea americana
145,,Alkeria,Kenya,araucaria,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
146,,christmas palm,Kenya,adonidia,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
147,Grevillea robusta,Mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
148,Azadirachta indica,Muharobaini,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
149,,Thika palm,Kenya,thika palm,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
150,Lannea triphylla,mumbe,Kenya,mumbe,local_name (replaced NA),Kenya,Lannea triphylla (Hochst. ex A.Rich.) Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Lannea,Lannea triphylla,100,Lannea triphylla,Mnyumbe,Kenya,R,lannea triphylla,0.085714286,Accepted,scientific_name,mumbe,Mnyumbe,both,Lannea triphylla
151,Annona muricata,Matomoko,Kenya,annona muricata,scientific_name,Kenya,Annona muricata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona muricata,99,Annona muricata,,,,,,,,,,both,Annona muricata
152,Berchemia discolor,Makundi,Kenya,makundi,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,mkuni,Tanzania,R,berchemia discolor,0.085714286,Accepted,scientific_name,muthakwa,Muthwana,both,Berchemia discolor
153,,Muti muyo,Kenya,muti muyo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
154,Croton megalocarpus,Kithulu,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
155,Carica papaya,pawpaw,Kenya,carica papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,,,,,,,,,,both,Carica papaya
156,,Hibiscus,Kenya,hibiscus,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
157,Tamarindus indica,termarind,Kenya,tamarindus indica,scientific_name,Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,,,,,,,,,,both,Tamarindus indica
158,Croton megalocarpus,croton,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
159,,Golden Palm,Kenya,golden palm,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
160,Croton,Croton ilaa,Kenya,croton ilaa,local_name (replaced NA),Kenya,Croton L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,,95,Croton,,,,,,,,,,both,Croton
161,,kithoothya,Kenya,kithoothya,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
162,Passiflora edulis,passion tree,Kenya,passion tree,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,passion,,J,passiflora edulis,0.083333333,Accepted,scientific_name,kikundi,kikundi,both,Passiflora edulis
163,Monoon longifolium,Ashok,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
164,Citrus limon,Itimo,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
165,Mangifera indica,Iembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
166,Berchemia discolor,Makundi,Kenya,makundi,local_name (replaced NA),Kenya,Berchemia discolor (Klotzsch) Hemsl.,SPECIES,SYNONYM,Plantae,Tracheophyta,Rosales,Rhamnaceae,Phyllogeiton,Phyllogeiton discolor,100,Berchemia discolor,mkuni,Tanzania,R,berchemia discolor,0.085714286,Accepted,scientific_name,muthakwa,Muthwana,both,Berchemia discolor
167,Citrus limon,Mitimo,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
168,Grevillea robusta,gluveria,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
169,Mangifera indica,Maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
170,Persea americana,Ivakato,Kenya,persea americana,scientific_name,Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,,,,,,,,,,both,Persea americana
171,Grevillea robusta,Gravellia,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
172,Croton megalocarpus,mwindi nguku,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
173,Prunus africana,Mngima,Kenya,prunus africana,scientific_name,Kenya,Prunus africana (Hook.fil.) Kalkman,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Prunus,Prunus africana,100,Prunus africana,,,,,,,,,,both,Prunus africana
174,,macamia,Kenya,macamia,scientific_name,,,,,,,,,,,,,,,,,,,,,,left_only,
175,Eucalyptus camaldulensis,eucalyptus,Kenya,eucalyptus camaldulensis,scientific_name,Kenya,Eucalyptus camaldulensis Denham,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus camaldulensis,99,Eucalyptus camaldulensis,,,,,,,,,,both,Eucalyptus camaldulensis
176,Citrus reticulata,pixie,Kenya,pixie,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixie ,Kenya,V,citrus reticulata,0.033333333333333326,Accepted,scientific_name,pixie,pixie ,both,Citrus reticulata
177,,lucky bamboo,Kenya,lucky bamboo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
178,Eucalyptus,eucalyptus,Kenya,eucalyptus,local_name (replaced NA),Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,eucalyptus,,T,eucalyptus spp,0,Accepted,scientific_name,eucalyptus,eucalyptus,both,Eucalyptus
179,Azadirachta indica,Muarobaini,Kenya,neem,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Neem,Uganda,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
180,Moringa oleifera,muringa,Kenya,moringa oleifera,scientific_name,Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,,,,,,,,,,both,Moringa oleifera
181,,improved senna,Kenya,improved senna,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
182,Casuarina equisetifolia,,Kenya,casuarina equisetifolia,scientific_name,Kenya,Casuarina equisetifolia L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fagales,Casuarinaceae,Casuarina,Casuarina equisetifolia,99,Casuarina equisetifolia,,,,,,,,,,both,Casuarina equisetifolia
183,,Australian grivilles,Kenya,australian grivilles,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
184,Balanites aegyptiaca,,Kenya,balanites aegyptiaca,scientific_name,Kenya,Balanites aegyptiaca (L.) Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Zygophyllales,Zygophyllaceae,Balanites,Balanites aegyptiaca,99,Balanites aegyptiaca,,,,,,,,,,both,Balanites aegyptiaca
