,Scientific name,Local name,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
622,,mithii,Kenya,mithii,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
623,Podocarpus latifolius,muselele,Kenya,muselele,local_name (replaced NA),Kenya,Podocarpus latifolius (Thunb.) R.Br. ex Mirb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Podocarpaceae,Podocarpus,Podocarpus latifolius,99,Podocarpus latifolius,Musenene,Uganda,R,podocarpus latifolius,0.1,Accepted,scientific_name,pondo,pondo,both,Podocarpus latifolius
624,Podocarpus latifolius,muselele,Kenya,muselele,local_name (replaced NA),Kenya,Podocarpus latifolius (Thunb.) R.Br. ex Mirb.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Podocarpaceae,Podocarpus,Podocarpus latifolius,99,Podocarpus latifolius,Musenene,Uganda,R,podocarpus latifolius,0.1,Accepted,scientific_name,pondo,pondo,both,Podocarpus latifolius
625,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
626,,lukewart,Kenya,lukewart,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
627,Carica papaya,pawpaw,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kivavai,kivavai,both,Carica papaya
628,Grevillea robusta,mukima,Kenya,mukima,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,Mukima,Kenya,R,grevillea robusta,0,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
629,Vachellia,muriga,Kenya,muriga,local_name (replaced NA),Kenya,Vachellia Wight & Arn.,GENUS,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,,99,Vachellia,Murigat,Kenya,R,acacia seyal,0.028571429,Accepted,scientific_name,mgunga,Mgunga,both,Vachellia
630,Melia volkensii,mukau,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,kirumbutu,Kirumbutu,both,Melia volkensii
631,Croton megalocarpus,kithulu,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
632,Citrus limon,matimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
633,Persea americana,avocado,Kenya,avocado,local_name (replaced Unknown),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
634,Azadirachta indica,mwarubaini,Kenya,azadirachta indica,scientific_name,Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,,,,,,,,,,both,Azadirachta indica
635,Acacia lahai,mzwaule,Kenya,acacia lahai,scientific_name,Kenya,Acacia lahai Steud. & Hochst. ex Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia lahai,99,Acacia lahai,,,,,,,,,,both,Acacia lahai
636,Senna siamea,mlezeni,Kenya,senna siamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
637,Monoon longifolium,Ashok,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
638,Citrus reticulata,pixel,Kenya,pixel,local_name (replaced NA),Kenya,Citrus reticulata Blanco,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus reticulata,100,Citrus reticulata,pixel,Kenya,V,citrus reticulata,0,Accepted,scientific_name,pixie,pixie ,both,Citrus reticulata
639,Malus domestica,Apple,Kenya,apple,local_name (replaced NA),Kenya,Malus domestica (Suckow) Borkh.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Rosaceae,Malus,Malus domestica,99,Malus domestica,Apple,Ethiopia,R,malus domestica,0,Accepted,scientific_name,apple,Apple,both,Malus domestica
640,Citrus sinensis,pixie,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
641,Citrus limon,ndimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
642,Persea americana,avocado,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
643,Acacia mellifera,iti,Kenya,acacia melifera,scientific_name,Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,96,Acacia mellifera,,,,,,,,,,both,Acacia mellifera
644,Senna siamea,mlezeni,Kenya,senna siamea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,,,,,,,,,,both,Senna siamea
645,Acacia elatior,mghunga,Kenya,acacia elatior,scientific_name,Kenya,Acacia elatior Brenan,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia elatior,100,Acacia elatior,,,,,,,,,,both,Acacia elatior
646,Oxytenanthera abyssinica,Bamboo,Kenya,bamboo,local_name (replaced NA),Kenya,Oxytenanthera abyssinica (A.Rich.) Munro,SPECIES,ACCEPTED,Plantae,Tracheophyta,Poales,Poaceae,Oxytenanthera,Oxytenanthera abyssinica,100,Oxytenanthera abyssinica,bamboo,Kenya,V,oxytenanthera abyssinica,0,Accepted,scientific_name,bamboo,bamboo,both,Oxytenanthera abyssinica
647,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
648,Flacourtia indica,mora,Kenya,mora,local_name (replaced NA),Kenya,Flacourtia indica (Burm.fil.) Merr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Salicaceae,Flacourtia,Flacourtia indica,100,Flacourtia indica,mgora,Tanzania,R,flacourtia indica,0.06,Accepted,scientific_name,mmbuchi,msambuchi,both,Flacourtia indica
649,Croton megalocarpus,mnyadi,Kenya,croton megalocarpus,scientific_name,Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,,,,,,,,,,both,Croton megalocarpus
650,Citrus limon,ndimu,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
651,Ficus thonningii,mukuu,Kenya,ficus thonginii,scientific_name,Kenya,Ficus thonningii Blume,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus thonningii,94,Ficus thonningii,,,,,,,,,,both,Ficus thonningii
652,Adansonia digitata,bambu,Kenya,baobao tree,scientific_name,Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,baobaw tree,,J,adansonia digitata,0.036363636363636376,Accepted,scientific_name,mbuyu,Muyu,both,Adansonia digitata
653,Mangifera indica,Mango tree,Kenya,mango tree,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mango tree,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
654,Maesa borjacana,ndido,Kenya,maesa borjacana,scientific_name,Kenya,Maesa borjacana Henriq.,SPECIES,SYNONYM,Plantae,Tracheophyta,Ericales,Primulaceae,Maesa,Maesa lanceolata,100,Maesa borjacana,,,,,,,,,,both,Maesa borjacana
655,Citrus sinensis,oranges,Kenya,oranges,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange,Kenya,V,citrus sinensis,0.028571429,Accepted,scientific_name,orange pixes,orange,both,Citrus sinensis
656,Cordia africana,mkiju,Kenya,mkiju,local_name (replaced NA),Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,mkibu,Tanzania,R,cordia africana,0.093333333,Accepted,scientific_name,muringa,Muringa,both,Cordia africana
657,Mangifera indica,mangoes,Kenya,mangoes,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mangoes,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
658,Mangifera indica,Maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
659,Grevillea robusta,mukima,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
660,Musa sapientum,maiu,Kenya,maiu,local_name (replaced Unknown),Kenya,Musa × sapientum L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Zingiberales,Musaceae,Musa,Musa paradisiaca,100,Musa sapientum,maiu,Kenya,V,musa sapientum,0,Accepted,scientific_name,maiu,maiu,both,Musa sapientum
661,Ficus sycomorus,,Kenya,ficus sycomorus,scientific_name,Kenya,Ficus sycomorus L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sycomorus,100,Ficus sycomorus,,,,,,,,,,both,Ficus sycomorus
662,Carica papaya,mapapai,Kenya,carica papaya,scientific_name,Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,,,,,,,,,,both,Carica papaya
663,Passiflora edulis,passion Tree,Kenya,passion tree,local_name (replaced NA),Kenya,Passiflora edulis Sims,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Passifloraceae,Passiflora,Passiflora edulis,100,Passiflora edulis,passion,,J,passiflora edulis,0.083333333,Accepted,scientific_name,kikundi,kikundi,both,Passiflora edulis
664,Mangifera indica,maembe,Kenya,mangifera indica,scientific_name,Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,,,,,,,,,,both,Mangifera indica
665,Oxytenanthera abyssinica,bamboo,Kenya,bamboo,local_name (replaced NA),Kenya,Oxytenanthera abyssinica (A.Rich.) Munro,SPECIES,ACCEPTED,Plantae,Tracheophyta,Poales,Poaceae,Oxytenanthera,Oxytenanthera abyssinica,100,Oxytenanthera abyssinica,bamboo,Kenya,V,oxytenanthera abyssinica,0,Accepted,scientific_name,bamboo,bamboo,both,Oxytenanthera abyssinica
666,Umbrella,umbrella tree,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
667,Annona cherimola,kitomoko,Kenya,kitomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,mtomoko,Mtomoko,both,Annona cherimola
668,Persea americana,ovacado,Kenya,ovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0.074074074,Accepted,scientific_name,avocado,Avokado,both,Persea americana
669,Azadirachta indica,mkilifi,Kenya,mkilifi,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mkilifi,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
670,Croton megalocarpus,muthulu,Kenya,muthulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,muthulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
671,Azadirachta indica,mwarubaini,Kenya,mwarubaini,local_name (replaced NA),Kenya,Azadirachta indica A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Azadirachta,Azadirachta indica,100,Azadirachta indica,Mwarubaini,Kenya,R,azadirachta indica,0,Accepted,scientific_name,mwarobaini,Mwarubaini,both,Azadirachta indica
672,Umbrella,umbrella tree,Kenya,umbrella tree,local_name (replaced NA),Kenya,"Umbrella Conrad, 1854",GENUS,ACCEPTED,incertae sedis,,,,Umbrella,,91,Umbrella,,,,,,,,,,both,Umbrella
673,Citrus limon,mitimu,Kenya,mitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,mitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
674,Mangifera indica,maembe,Kenya,maembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mwembe,Kenya,R,mangifera indica,0.1,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
675,Tamarindus indica,kikwasu,Kenya,kikwasu,local_name (replaced NA),Kenya,Tamarindus indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Tamarindus,Tamarindus indica,100,Tamarindus indica,kikwasu,Kenya,V,tamarindus indica,0,Accepted,scientific_name,mkwachu,Mkwachu,both,Tamarindus indica
676,Phoenix dactylifera,Ndende,Kenya,ndende,local_name (replaced NA),Kenya,Phoenix dactylifera L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Phoenix,Phoenix dactylifera,100,Phoenix dactylifera,Ndende,Kenya,R,phoenix dactylifera,0,Accepted,scientific_name,ndende,Ndende,both,Phoenix dactylifera
677,Annona cherimola,kitomoko,Kenya,kitomoko,local_name (replaced NA),Kenya,Annona cherimola Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Magnoliales,Annonaceae,Annona,Annona cherimola,100,Annona cherimola,kitomoko,Kenya,V,annona cherimola,0,Accepted,scientific_name,mtomoko,Mtomoko,both,Annona cherimola
678,Syzygium cordatum,kisambalau,Kenya,kisambalau,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,kisambalau,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
679,Persea americana,ovacado,Kenya,ovacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,muovacado,Kenya,V,persea americana,0.074074074,Accepted,scientific_name,avocado,Avokado,both,Persea americana
680,Citrus,kisandala,Kenya,kisandala,local_name (replaced NA),Kenya,Citrus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,,96,Citrus,sandala,Kenya,V,citrus tangerine,0.074074074,Accepted,scientific_name,kisandala,sandala,both,Citrus
681,Grevillea robusta,Gerivellia,Kenya,gerivellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,greverillia,,J,grevillea robusta,0.087272727,Accepted,scientific_name,mukirismas,Mukima,both,Grevillea robusta
682,Cupressus,Cyprus,Kenya,cyprus,local_name (replaced NA),Kenya,Cupressus L.,GENUS,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,,95,Cupressus,cyprus,,T,cupressus spp,0,Accepted,scientific_name,cyprus,cyprus,both,Cupressus
683,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
684,Persea americana,avacado,Kenya,avacado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avacado,,J,persea americana,0,Accepted,scientific_name,avocado,Avokado,both,Persea americana
685,Croton megalocarpus,croton,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
686,Mangifera indica,mango,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
687,Acacia mellifera,iti,Kenya,iti,local_name (replaced NA),Kenya,Acacia mellifera (Vahl.) Benth.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Senegalia,Senegalia mellifera,99,Acacia mellifera,Iti,Kenya,R,acacia mellifera,0,Accepted,scientific_name,iti,Iti,both,Acacia mellifera
688,Boswellia neglecta,mtughu,Kenya,mtughu,local_name (replaced NA),Kenya,Boswellia neglecta S.Moore,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Burseraceae,Boswellia,Boswellia neglecta,100,Boswellia neglecta,Mtungu,Kenya,R,boswellia neglecta,0.077777778,Accepted,scientific_name,mtughu,Mtungu,both,Boswellia neglecta
689,Albizia anthelmintica,porozi,Kenya,porozi,local_name (replaced NA),Kenya,Albizia anthelmintica (A.Rich.) Brongn.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Albizia,Albizia anthelmintica,100,Albizia anthelmintica,Porozi,Kenya,V,albizia anthelmintica,0,Accepted,scientific_name,porozi,Porozi,both,Albizia anthelmintica
690,,kikongori,Kenya,kikongori,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
691,Citrus limon,Lemon Tree,Kenya,lemon tree,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0.1,Accepted,scientific_name,lemon,lemon,both,Citrus limon
692,Citrus limon,Lemon Tree,Kenya,lemon tree,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0.1,Accepted,scientific_name,lemon,lemon,both,Citrus limon
693,Citrus limon,Lemon Tree,Kenya,lemon tree,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0.1,Accepted,scientific_name,lemon,lemon,both,Citrus limon
694,Grevillea robusta,Grevilia,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
695,Acacia hockii,msuruwachi,Kenya,albi,scientific_name,Kenya,Acacia hockii De Wild.,SPECIES,SYNONYM,Plantae,Tracheophyta,Fabales,Fabaceae,Vachellia,Vachellia hockii,99,Acacia hockii,Ali,Uganda,R,acacia hockii,0.066666667,Accepted,scientific_name,mnyanga,mnyanganya,both,Acacia hockii
696,Syzygium germainii,zambarau mwitu,Kenya,syzygium germainii,scientific_name,Kenya,Syzygium germainii Amshoff,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium germainii,100,Syzygium germainii,,,,,,,,,,both,Syzygium germainii
697,Ficus sur,Mukuu,Kenya,ficus sur,scientific_name,Kenya,Ficus sur Forssk.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,Ficus sur,100,Ficus sur,,,,,,,,,,both,Ficus sur
698,Maesa lanceolata,Ndido,Kenya,maesa lansiolat,scientific_name,Kenya,Maesa lanceolata Forssk.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Primulaceae,Maesa,Maesa lanceolata,93,Maesa lanceolata,,,,,,,,,,both,Maesa lanceolata
699,Prosopis africana,mngima,Kenya,prosopis africana,scientific_name,Kenya,Prosopis africana (Guill. & Perr.) Taub.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Prosopis,Prosopis africana,100,Prosopis africana,,,,,,,,,,both,Prosopis africana
700,Macadamia tetraphylla,makadamia,Kenya,macadamia,scientific_name,Kenya,Macadamia tetraphylla L.A.S.Johnson,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Macadamia,Macadamia tetraphylla,100,Macadamia tetraphylla,macadamia nut,Tanzania,R,macadamia tetraphylla,0.061538462,Accepted,scientific_name,macadamia,macadamia nut,both,Macadamia tetraphylla
701,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
702,Cordia africana,muringa,Kenya,muringa,local_name (replaced NA),Kenya,Cordia africana Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Boraginales,Cordiaceae,Cordia,Cordia africana,100,Cordia africana,Muringa,Kenya,R,cordia africana,0,Accepted,scientific_name,muringa,Muringa,both,Cordia africana
703,Mangifera indica,muembe,Kenya,muembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mwembe,Kenya,R,mangifera indica,0.1,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
704,Mangifera indica,kiembe,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
705,Citrus limon,lemon,Kenya,lemon,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0,Accepted,scientific_name,lemon,lemon,both,Citrus limon
706,Croton megalocarpus,Kithulu,Kenya,kithulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Kithulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,mkigara,Mkigara,both,Croton megalocarpus
707,Mangifera indica,kiembe,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,mangoes,mangoes,both,Mangifera indica
708,Senna siamea,mukengeta,Kenya,mukengeta,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,Mukengeta,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
709,,kivakato,Kenya,kivakato,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
