,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
243,Senna siamea,Mlezeni,300,258,SHADE ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
244,Senna siamea,Mjohoro,100,100,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
245,Leucaena leucocephala,Lusina,250,200,SHADE ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
246,Euclea divinorum,Mkode,18,11,SHADE ,,FALSE,Kenya,mkode,local_name (replaced NA),Kenya,Euclea divinorum Hiern,SPECIES,ACCEPTED,Plantae,Tracheophyta,Ericales,Ebenaceae,Euclea,Euclea divinorum,100,Euclea divinorum,Mukonde,Kenya,R,euclea divinorum,0.085714286,Accepted,scientific_name,mkode,Mukonde,both,Euclea divinorum
247,Mangifera indica,muembe,20,9,FRUITS SHADE ,,TRUE,Kenya,muembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mwembe,Kenya,R,mangifera indica,0.1,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
248,Persea americana,avocado,8,8,FRUITS ,,TRUE,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
249,Melia volkensii,kirumbutu,500,455,CONSTRUCTION SHADE ,,FALSE,Kenya,kirumbutu,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Kirumbutu,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
250,,Unknown,58,50,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
251,,Mnguzo,100,89,SHADE ,,FALSE,Kenya,mnguzo,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
252,,unknown,30,30,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
253,Carica papaya,Pawpaw,47,43,FRUITS MEDICINAL ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
254,Roystonea regia,Royal palm,50,20,SOIL_FERTILITY SHADE ,flower,FALSE,Kenya,roystonea regia,scientific_name,Kenya,Roystonea regia (Kunth) O.F.Cook,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Roystonea,Roystonea regia,100,Roystonea regia,,,,,,,,,,both,Roystonea regia
255,,kipirupiru,100,85,SHADE ,,FALSE,Kenya,kipirupiru,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
256,Delonix regia,mkrismas,30,27,SHADE ,,FALSE,Kenya,mkrismas,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,mkrismas,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
257,Cocos nucifera,coconut tree,30,30,FRUITS SHADE ,beautification,TRUE,Kenya,coconut tree,local_name (replaced NA),Kenya,Cocos nucifera L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Arecales,Arecaceae,Cocos,Cocos nucifera,100,Cocos nucifera,coconut tree,,J,cocos nucifera,0,Accepted,scientific_name,mnazi,mnazi,both,Cocos nucifera
258,Delonix regia,mkrismas,40,28,SHADE ,,FALSE,Kenya,mkrismas,local_name (replaced NA),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,mkrismas,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
259,Citrus sinensis,orange tree,10,5,FRUITS SHADE ,,TRUE,Kenya,orange tree,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,orange tree,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
260,Leucaena leucocephala,Lusina,37,33,SHADE ,,FALSE,Kenya,lusina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
261,Dalbergia melanoxylon,Mlongoswe,31,27,SHADE ,,FALSE,Kenya,mlongoswe,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,mlongoswe,Kenya,V,dalbergia melanoxylon,0,Accepted,scientific_name,mlingoswe,mlongoswe,both,Dalbergia melanoxylon
262,Citrus limon,Lemon Tree,49,45,SHADE FRUITS ,,TRUE,Kenya,lemon tree,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0.1,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
263,,kipirupiru,20,20,SHADE ,,FALSE,Kenya,kipirupiru,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
264,Syzygium cordatum,Zambarao,30,29,SHADE FRUITS SOIL_FERTILITY ,,TRUE,Kenya,zambarao,local_name (replaced NA),Kenya,Syzygium cordatum Hochst.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Syzygium,Syzygium cordatum,99,Syzygium cordatum,zambarao,Kenya,V,syzygium cordatum,0,Accepted,scientific_name,musu,Musu,both,Syzygium cordatum
265,Senna siamea,Mjohoro,100,100,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
266,Anacardium occidentale,cashew nuts,50,20,FIREWOOD FRUITS ,,TRUE,Kenya,cashew nuts,local_name (replaced NA),Kenya,Anacardium occidentale L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Anacardium,Anacardium occidentale,99,Anacardium occidentale,Cashewnut,Kenya,R,anacardium occidentale,0.036363636363636376,Accepted,scientific_name,mkorosho,mkorosho,both,Anacardium occidentale
267,,Unknown,10,8,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
268,Cupressus lusitanica,cypress,10,4,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,cypress,local_name (replaced NA),Kenya,Cupressus lusitanica Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Pinales,Cupressaceae,Cupressus,Cupressus lusitanica,99,Cupressus lusitanica,cypress,,J,cupressus lusitanica,0,Accepted,scientific_name,cypress,cypress,both,Cupressus lusitanica
269,Delonix regia,Delonix,52,49,SHADE ,,FALSE,Kenya,demonix regia,scientific_name,Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,89,Delonix regia,,,,,,,,,,both,Delonix regia
270,,unknown,80,68,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
271,Senna siamea,mjohoro,50,39,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
272,Grevillea robusta,gruevellia,40,31,CONSTRUCTION FIREWOOD SHADE FODDER ,,FALSE,Kenya,gruevellia,local_name (replaced NA),Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,grevellia,,J,grevillea robusta,0.026666666666666616,Accepted,scientific_name,mukima,Mukima,both,Grevillea robusta
273,Citrus sinensis,kisungwa,50,20,FRUITS FIREWOOD ,,TRUE,Kenya,kisungwa,local_name (replaced NA),Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,kisungwa,Kenya,V,citrus sinensis,0,Accepted,scientific_name,kisungwa,kisungwa,both,Citrus sinensis
274,Moringa oleifera,moringa,10,3,SHADE MEDICINAL FIREWOOD ,,FALSE,Kenya,moringa oleifera,scientific_name,Kenya,Moringa oleifera Lam.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Moringaceae,Moringa,Moringa oleifera,99,Moringa oleifera,,,,,,,,,,both,Moringa oleifera
275,Melia volkensii,Mukau,600,540,FODDER CONSTRUCTION FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,melia volkensi,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,98,Melia volkensii,,,,,,,,,,both,Melia volkensii
276,Grevillea robusta,Mukima,1000,850,FODDER CONSTRUCTION FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,grevillea robusta,scientific_name,Kenya,Grevillea robusta A.Cunn. ex R.Br.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Proteales,Proteaceae,Grevillea,Grevillea robusta,99,Grevillea robusta,,,,,,,,,,both,Grevillea robusta
277,,Thika palm,20,15,FIREWOOD SHADE ,Flowers,FALSE,Kenya,thika palm,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
278,Eucalyptus,eucalyptus,20,15,CONSTRUCTION FIREWOOD SHADE ,,FALSE,Kenya,eucalyptus,local_name (replaced NA),Kenya,Eucalyptus L'Hér.,GENUS,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Eucalyptus,,95,Eucalyptus,eucalyptus,,T,eucalyptus spp,0,Accepted,scientific_name,eucalyptus,eucalyptus,both,Eucalyptus
279,Senna siamea,mjohoro,100,93,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
280,Musa sapientum,Bananas,300,250,FRUITS FODDER ,,TRUE,Kenya,bananas,local_name (replaced NA),Kenya,Musa × sapientum L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Zingiberales,Musaceae,Musa,Musa paradisiaca,100,Musa sapientum,Banana,Eritrea,R,musa sapientum,0.028571429,Accepted,scientific_name,iiyu,kiiyu,both,Musa sapientum
281,,muselesele,20,15,SHADE FIREWOOD ,,FALSE,Kenya,muselesele,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
282,Senna siamea,Muchola,300,250,CONSTRUCTION FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,senna siemea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
283,Rhus natalensis,Kitai,100,70,FODDER FRUITS FIREWOOD SOIL_FERTILITY SHADE ,,TRUE,Kenya,kitai,local_name (replaced NA),Kenya,Rhus natalensis Bernh. ex Krauss,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Searsia,Searsia natalensis,99,Rhus natalensis,Kitarika,Kenya,R,rhus natalensis,0.075,Accepted,scientific_name,kitai,Kitarika,both,Rhus natalensis
284,,unknown,30,30,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
285,Monoon longifolium,Ashok,40,27,SHADE ,beautification,FALSE,Kenya,ashok,local_name (replaced NA),Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
286,Carica papaya,pawpaw,20,5,SHADE FRUITS ,,TRUE,Kenya,pawpaw,local_name (replaced NA),Kenya,Carica papaya L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Brassicales,Caricaceae,Carica,Carica papaya,100,Carica papaya,Pawpaw,Uganda,R,carica papaya,0,Accepted,scientific_name,kipapai,kipapai,both,Carica papaya
287,Lannea schweinfurthii,Mumbaume,5,3,FIREWOOD SOIL_FERTILITY MEDICINAL SHADE ,,FALSE,Kenya,mumbaume,local_name (replaced NA),Kenya,Lannea schweinfurthii (Engl.) Engl.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Lannea,Lannea schweinfurthii,100,Lannea schweinfurthii,mumbu,Tanzania,R,lannea schweinfurthii,0.075,Accepted,scientific_name,mumbaume,mumbu,both,Lannea schweinfurthii
288,Callistemon citrinus,Bottle brush,200,180,FIREWOOD SOIL_FERTILITY SHADE ,,FALSE,Kenya,bottle brush,local_name (replaced NA),Kenya,Callistemon citrinus (Curtis) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Callistemon,Callistemon citrinus,99,Callistemon citrinus,Bottlebrush,Uganda,R,callistemon citrinus,0.016666667,Accepted,scientific_name,bottle brush,Bottlebrush,both,Callistemon citrinus
289,Khaya senegalensis,kaya,50,45,SHADE ,,FALSE,Kenya,khaya senegalensis,scientific_name,Kenya,Khaya senegalensis (Desv.) A.Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Khaya,Khaya senegalensis,100,Khaya senegalensis,,,,,,,,,,both,Khaya senegalensis
290,,Mchristamas,200,200,SHADE ,,FALSE,Kenya,mchristamas,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
291,Dalbergia melanoxylon,Mlongoswe,31,27,SHADE ,,FALSE,Kenya,mlongoswe,local_name (replaced NA),Kenya,Dalbergia melanoxylon Guill. & Perr.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Dalbergia,Dalbergia melanoxylon,100,Dalbergia melanoxylon,mlongoswe,Kenya,V,dalbergia melanoxylon,0,Accepted,scientific_name,mlingoswe,mlongoswe,both,Dalbergia melanoxylon
292,Melia volkensii,kirumbutu,500,455,CONSTRUCTION ,,FALSE,Kenya,kirumbutu,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Kirumbutu,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
293,Monoon longifolium,,6,3,OTHER ,,FALSE,Kenya,ashok,scientific_name,Kenya,Monoon longifolium (Sonn.) B.Xue & R.M.K.Saunders,SPECIES,SYNONYM,Plantae,Tracheophyta,Magnoliales,Annonaceae,Polyalthia,Polyalthia longifolia,100,Monoon longifolium,ashok,Kenya,V,monoon longifolium,0,Accepted,scientific_name,ashok,ashok,both,Monoon longifolium
294,Terminalia catappa,Mkungu,40,23,SHADE FRUITS ,,TRUE,Kenya,mkungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mkungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
295,Musa sapientum,Banana,18,12,FRUITS ,,TRUE,Kenya,banana,local_name (replaced NA),Kenya,Musa × sapientum L.,SPECIES,SYNONYM,Plantae,Tracheophyta,Zingiberales,Musaceae,Musa,Musa paradisiaca,100,Musa sapientum,Banana,Eritrea,R,musa sapientum,0,Accepted,scientific_name,iiyu,kiiyu,both,Musa sapientum
296,,unknown,15,10,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
297,Melia volkensii,kirumbutu,500,455,CONSTRUCTION SHADE ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
298,Melia volkensii,kirumbutu,15,7,CONSTRUCTION ,,FALSE,Kenya,melia volkensii,scientific_name,Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
299,,Miwa,100,94,SHADE FRUITS MEDICINAL ,,TRUE,Kenya,miwa,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
300,Mangifera indica,Mango Tree,37,34,SHADE FRUITS ,,TRUE,Kenya,mango tree,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mango tree,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
301,Mangifera indica,Mango Tree,37,34,SHADE FRUITS ,,TRUE,Kenya,mango tree,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,Mango tree,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
302,Citrus limon,Lemon Tree,49,45,SHADE FRUITS ,,TRUE,Kenya,lemon tree,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,lemon,Kenya,V,citrus limon,0.1,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
303,Citrus limon,kitimu,12,12,MEDICINAL FIREWOOD CONSTRUCTION FRUITS ,,TRUE,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
304,Senna siamea,Muchola,500,350,CONSTRUCTION FIREWOOD FODDER SHADE SOIL_FERTILITY ,,FALSE,Kenya,senna siemea,scientific_name,Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,96,Senna siamea,,,,,,,,,,both,Senna siamea
305,Cassia arereh,Mwela ndathe,20,10,CONSTRUCTION FIREWOOD SHADE SOIL_FERTILITY MEDICINAL ,,FALSE,Kenya,mwela ndathe,local_name (replaced NA),Kenya,Cassia arereh Delile,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Cassia,Cassia arereh,100,Cassia arereh,mwela ndathe,Kenya,V,cassia arereh,0,Accepted,scientific_name,mwela ndathe,mwela ndathe,both,Cassia arereh
306,Melia volkensii,melia volkensii,300,250,CONSTRUCTION FODDER SOIL_FERTILITY FIREWOOD ,,FALSE,Kenya,melia volkensii,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,,,,,,,,,,both,Melia volkensii
307,Citrus paradisi,pixie orange,200,199,FRUITS SOIL_FERTILITY ,,TRUE,Kenya,citrus paradisi,scientific_name,Kenya,Citrus × paradisi Macfad.,SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,100,Citrus paradisi,,,,,,,,,,both,Citrus paradisi
308,Croton megalocarpus,muthulu,25,15,MEDICINAL SHADE ,,FALSE,Kenya,muthulu,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,muthulu,Kenya,V,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
309,Citrus limon,kitimu,20,14,FRUITS ,,TRUE,Kenya,kitimu,local_name (replaced NA),Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,kitimu,Kenya,V,citrus limon,0,Accepted,scientific_name,kitimu,kitimu,both,Citrus limon
310,Delonix regia,Christmas tree,5,5,SHADE ,,FALSE,Kenya,christmas tree,local_name (replaced Unknown),Kenya,Delonix regia (Bojer ex Hook.) Raf.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Delonix,Delonix regia,100,Delonix regia,christmas tree,Kenya,V,delonix regia,0,Accepted,scientific_name,mkrismas,mkrismas,both,Delonix regia
311,Persea americana,Avocado,1,1,FRUITS ,,TRUE,Kenya,avocado,local_name (replaced NA),Kenya,Persea americana Mill.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Laurales,Lauraceae,Persea,Persea americana,99,Persea americana,Avokado,Kenya,R,persea americana,0.066666667,Accepted,scientific_name,avocado,Avokado,both,Persea americana
312,Croton megalocarpus,Croton,300,280,MEDICINAL SHADE SOIL_FERTILITY ,,FALSE,Kenya,croton,local_name (replaced NA),Kenya,Croton megalocarpus Hutch.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malpighiales,Euphorbiaceae,Croton,Croton megalocarpus,100,Croton megalocarpus,Croton,Uganda,R,croton megalocarpus,0,Accepted,scientific_name,muthulu,muthulu,both,Croton megalocarpus
313,,Thika Palm,40,38,SHADE ,,FALSE,Kenya,thika palm,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
314,Senna siamea,Mlezeni,1200,1150,SHADE SOIL_FERTILITY ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
315,Senna siamea,Mlezeni,1500,1500,SHADE SOIL_FERTILITY ,,FALSE,Kenya,mlezeni,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mlezeni,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
316,Terminalia catappa,Mukungu,10,5,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,mukungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mukungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
317,Citrus sinensis,Isungwa,1000,950,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
318,Senna siamea,mjohoro,50,39,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
319,Senna siamea,mjohoro,20,20,SHADE ,,FALSE,Kenya,mjohoro,local_name (replaced NA),Kenya,Senna siamea (Lam.) H.S.Irwin & Barneby,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Senna,Senna siamea,100,Senna siamea,mjohoro,Kenya,V,senna siamea,0,Accepted,scientific_name,mjohoro,mjohoro,both,Senna siamea
320,Terminalia catappa,Mukungu,10,5,FIREWOOD SHADE SOIL_FERTILITY ,,FALSE,Kenya,mukungu,local_name (replaced NA),Kenya,Terminalia catappa L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Combretaceae,Terminalia,Terminalia catappa,100,Terminalia catappa,Mukungu,Kenya,R,terminalia catappa,0,Accepted,scientific_name,mkungu,Mkungu,both,Terminalia catappa
321,Citrus sinensis,Isungwa,1000,950,FODDER FIREWOOD FRUITS SHADE SOIL_FERTILITY ,,TRUE,Kenya,citrus sinensis,scientific_name,Kenya,"Citrus sinensis (Mill.) Pers., 1806",SPECIES,SYNONYM,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus aurantium,99,Citrus sinensis,,,,,,,,,,both,Citrus sinensis
