,Tree Scientific Name,Tree Local Name,Total Trees Planted,Total Trees Survived,Tree Usage,Other Tree Usages,has_fruits,country_x,verbatim_name,nameSource_x,country_y,scientificName,rank,status,kingdom,phylum,order,family,genus,species,confidence,canonicalName,species_matched_from_accepted,country_matched_from,source,verbatim_name_from_gbif,match_score,match_status,nameSource_y,original_name_gbif_local,species_matched_from_gbif_local,_merge,cleaned_scientific_name
682,Grewia bicolor,Kikalawa,10,8,SHADE FIREWOOD FRUITS SOIL_FERTILITY ,,TRUE,Kenya,kikalawa,local_name (replaced NA),Kenya,Grewia bicolor Juss.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Grewia,Grewia bicolor,99,Grewia bicolor,kikalawa,Kenya,V,grewia bicolor,0,Accepted,scientific_name,kikalawa,kikalawa,both,Grewia bicolor
683,Citrus limon,Kitimo,500,480,SHADE FIREWOOD FRUITS SOIL_FERTILITY ,,TRUE,Kenya,citrus limon,scientific_name,Kenya,Citrus × limon (L.) Osbeck,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Rutaceae,Citrus,Citrus limon,99,Citrus limon,,,,,,,,,,both,Citrus limon
684,Melia azedarach,Mpenda bure,100,95,SHADE ,,FALSE,Kenya,mpenda bure,local_name (replaced NA),Kenya,Melia azedarach L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia azedarach,99,Melia azedarach,mpenda bure,Kenya,V,melia azedarach,0,Accepted,scientific_name,mpenda bure,mpenda bure,both,Melia azedarach
685,,unknown,6,6,SHADE ,,FALSE,Kenya,unknown,local_name (replaced NA),,,,,,,,,,,,,,,,,,,,,,left_only,
686,Adansonia digitata,Mbuyu,10,10,SHADE ,,FALSE,Kenya,mbuyu,local_name (replaced NA),Kenya,Adansonia digitata L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Malvales,Malvaceae,Adansonia,Adansonia digitata,100,Adansonia digitata,Muyu,Kenya,R,adansonia digitata,0.06,Accepted,scientific_name,baobab,Baobab,both,Adansonia digitata
687,Melia volkensii,mukau,162,140,FIREWOOD CONSTRUCTION SHADE SOIL_FERTILITY ,,FALSE,Kenya,mukau,local_name (replaced NA),Kenya,Melia volkensii Gürke,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Meliaceae,Melia,Melia volkensii,100,Melia volkensii,Mukau,Kenya,R,melia volkensii,0,Accepted,scientific_name,mukau,Mukau,both,Melia volkensii
688,Mangifera indica,kiembe,80,60,SHADE FIREWOOD FRUITS ,,TRUE,Kenya,kiembe,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,kiembe,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
689,Callistemon citrinus,bottle buish,50,40,FIREWOOD OTHER SHADE ,beauty,FALSE,Kenya,bottle buish,local_name (replaced NA),Kenya,Callistemon citrinus (Curtis) Skeels,SPECIES,ACCEPTED,Plantae,Tracheophyta,Myrtales,Myrtaceae,Callistemon,Callistemon citrinus,99,Callistemon citrinus,Bottlebrush,Uganda,R,callistemon citrinus,0.051515151515151625,Accepted,scientific_name,bottle brush,Bottlebrush,both,Callistemon citrinus
690,Mangifera indica,Mango,56,38,SHADE FRUITS ,,TRUE,Kenya,mango,local_name (replaced NA),Kenya,Mangifera indica L.,SPECIES,ACCEPTED,Plantae,Tracheophyta,Sapindales,Anacardiaceae,Mangifera,Mangifera indica,99,Mangifera indica,mango,Kenya,V,mangifera indica,0,Accepted,scientific_name,kiembe,kiembe,both,Mangifera indica
691,Leucaena leucocephala,Lukina,70,51,SHADE ,,FALSE,Kenya,lukina,local_name (replaced NA),Kenya,Leucaena leucocephala (Lam.) de Wit,SPECIES,ACCEPTED,Plantae,Tracheophyta,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,99,Leucaena leucocephala,Lusina,Kenya,R,leucaena leucocephala,0.088888889,Accepted,scientific_name,lucina,Lusina,both,Leucaena leucocephala
